 -0.10688726E+003 -0.11966148E-001  0.57009478E-002
 -0.10676406E+003 -0.11963716E-001  0.57759657E-002
 -0.10664086E+003 -0.11960806E-001  0.58512716E-002
 -0.10651766E+003 -0.11957414E-001  0.59268641E-002
 -0.10639446E+003 -0.11953539E-001  0.60027420E-002
 -0.10627126E+003 -0.11949180E-001  0.60789043E-002
 -0.10614806E+003 -0.11944333E-001  0.61553496E-002
 -0.10602486E+003 -0.11938998E-001  0.62320766E-002
 -0.10590166E+003 -0.11933173E-001  0.63090844E-002
 -0.10577846E+003 -0.11926855E-001  0.63863714E-002
 -0.10565526E+003 -0.11920044E-001  0.64639365E-002
 -0.10553206E+003 -0.11912736E-001  0.65417783E-002
 -0.10540886E+003 -0.11904931E-001  0.66198958E-002
 -0.10528566E+003 -0.11896626E-001  0.66982874E-002
 -0.10516246E+003 -0.11887821E-001  0.67769520E-002
 -0.10503926E+003 -0.11878513E-001  0.68558882E-002
 -0.10491606E+003 -0.11868700E-001  0.69350947E-002
 -0.10479286E+003 -0.11858381E-001  0.70145703E-002
 -0.10466966E+003 -0.11847555E-001  0.70943134E-002
 -0.10454646E+003 -0.11836220E-001  0.71743229E-002
 -0.10442326E+003 -0.11824373E-001  0.72545972E-002
 -0.10430006E+003 -0.11812014E-001  0.73351352E-002
 -0.10417686E+003 -0.11799142E-001  0.74159354E-002
 -0.10405366E+003 -0.11785753E-001  0.74969964E-002
 -0.10393046E+003 -0.11771848E-001  0.75783169E-002
 -0.10380726E+003 -0.11757424E-001  0.76598952E-002
 -0.10368406E+003 -0.11742481E-001  0.77417302E-002
 -0.10356086E+003 -0.11727015E-001  0.78238204E-002
 -0.10343766E+003 -0.11711027E-001  0.79061644E-002
 -0.10331446E+003 -0.11694515E-001  0.79887606E-002
 -0.10319126E+003 -0.11677477E-001  0.80716078E-002
 -0.10306806E+003 -0.11659912E-001  0.81547042E-002
 -0.10294486E+003 -0.11641819E-001  0.82380486E-002
 -0.10282166E+003 -0.11623196E-001  0.83216394E-002
 -0.10269846E+003 -0.11604043E-001  0.84054752E-002
 -0.10257526E+003 -0.11584357E-001  0.84895544E-002
 -0.10245206E+003 -0.11564137E-001  0.85738755E-002
 -0.10232886E+003 -0.11543383E-001  0.86584371E-002
 -0.10220566E+003 -0.11522093E-001  0.87432376E-002
 -0.10208246E+003 -0.11500266E-001  0.88282753E-002
 -0.10195926E+003 -0.11477900E-001  0.89135489E-002
 -0.10183606E+003 -0.11454995E-001  0.89990567E-002
 -0.10171286E+003 -0.11431549E-001  0.90847973E-002
 -0.10158966E+003 -0.11407562E-001  0.91707689E-002
 -0.10146646E+003 -0.11383031E-001  0.92569701E-002
 -0.10134326E+003 -0.11357957E-001  0.93433991E-002
 -0.10122006E+003 -0.11332338E-001  0.94300545E-002
 -0.10109686E+003 -0.11306172E-001  0.95169346E-002
 -0.10097366E+003 -0.11279460E-001  0.96040377E-002
 -0.10085046E+003 -0.11252200E-001  0.96913623E-002
 -0.10072726E+003 -0.11224390E-001  0.97789068E-002
 -0.10060406E+003 -0.11196031E-001  0.98666695E-002
 -0.10048086E+003 -0.11167120E-001  0.99546486E-002
 -0.10035766E+003 -0.11137658E-001  0.10042843E-001
 -0.10023446E+003 -0.11107643E-001  0.10131250E-001
 -0.10011126E+003 -0.11077074E-001  0.10219868E-001
 -0.99988059E+002 -0.11045951E-001  0.10308697E-001
 -0.99864859E+002 -0.11014273E-001  0.10397733E-001
 -0.99741659E+002 -0.10982038E-001  0.10486976E-001
 -0.99618459E+002 -0.10949246E-001  0.10576423E-001
 -0.99495259E+002 -0.10915897E-001  0.10666073E-001
 -0.99372059E+002 -0.10881989E-001  0.10755925E-001
 -0.99248859E+002 -0.10847521E-001  0.10845976E-001
 -0.99125659E+002 -0.10812494E-001  0.10936224E-001
 -0.99002459E+002 -0.10776906E-001  0.11026668E-001
 -0.98879259E+002 -0.10740756E-001  0.11117307E-001
 -0.98756059E+002 -0.10704044E-001  0.11208137E-001
 -0.98632859E+002 -0.10666770E-001  0.11299159E-001
 -0.98509659E+002 -0.10628932E-001  0.11390368E-001
 -0.98386459E+002 -0.10590529E-001  0.11481765E-001
 -0.98263259E+002 -0.10551562E-001  0.11573347E-001
 -0.98140059E+002 -0.10512030E-001  0.11665112E-001
 -0.98016859E+002 -0.10471932E-001  0.11757058E-001
 -0.97893659E+002 -0.10431268E-001  0.11849184E-001
 -0.97770459E+002 -0.10390036E-001  0.11941487E-001
 -0.97647259E+002 -0.10348237E-001  0.12033966E-001
 -0.97524059E+002 -0.10305870E-001  0.12126619E-001
 -0.97400859E+002 -0.10262934E-001  0.12219444E-001
 -0.97277659E+002 -0.10219430E-001  0.12312439E-001
 -0.97154459E+002 -0.10175355E-001  0.12405603E-001
 -0.97031259E+002 -0.10130711E-001  0.12498932E-001
 -0.96908059E+002 -0.10085497E-001  0.12592426E-001
 -0.96784859E+002 -0.10039711E-001  0.12686082E-001
 -0.96661659E+002 -0.99933547E-002  0.12779898E-001
 -0.96538459E+002 -0.99464264E-002  0.12873873E-001
 -0.96415259E+002 -0.98989261E-002  0.12968004E-001
 -0.96292059E+002 -0.98508533E-002  0.13062290E-001
 -0.96168859E+002 -0.98022077E-002  0.13156728E-001
 -0.96045659E+002 -0.97529890E-002  0.13251317E-001
 -0.95922459E+002 -0.97031968E-002  0.13346055E-001
 -0.95799259E+002 -0.96528309E-002  0.13440938E-001
 -0.95676059E+002 -0.96018908E-002  0.13535966E-001
 -0.95552859E+002 -0.95503763E-002  0.13631137E-001
 -0.95429659E+002 -0.94982871E-002  0.13726448E-001
 -0.95306459E+002 -0.94456229E-002  0.13821897E-001
 -0.95183259E+002 -0.93923835E-002  0.13917482E-001
 -0.95060059E+002 -0.93385684E-002  0.14013201E-001
 -0.94936859E+002 -0.92841775E-002  0.14109053E-001
 -0.94813659E+002 -0.92292106E-002  0.14205034E-001
 -0.94690459E+002 -0.91736673E-002  0.14301143E-001
 -0.94567259E+002 -0.91175476E-002  0.14397378E-001
 -0.94444059E+002 -0.90608510E-002  0.14493736E-001
 -0.94320859E+002 -0.90035774E-002  0.14590216E-001
 -0.94197659E+002 -0.89457267E-002  0.14686814E-001
 -0.94074459E+002 -0.88872985E-002  0.14783530E-001
 -0.93951259E+002 -0.88282928E-002  0.14880361E-001
 -0.93828059E+002 -0.87687091E-002  0.14977305E-001
 -0.93704859E+002 -0.87085473E-002  0.15074359E-001
 -0.93581659E+002 -0.86478074E-002  0.15171521E-001
 -0.93458459E+002 -0.85864889E-002  0.15268790E-001
 -0.93335259E+002 -0.85245920E-002  0.15366162E-001
 -0.93212059E+002 -0.84621160E-002  0.15463636E-001
 -0.93088859E+002 -0.83990611E-002  0.15561209E-001
 -0.92965659E+002 -0.83354269E-002  0.15658879E-001
 -0.92842459E+002 -0.82712133E-002  0.15756644E-001
 -0.92719259E+002 -0.82064200E-002  0.15854501E-001
 -0.92596059E+002 -0.81410469E-002  0.15952449E-001
 -0.92472859E+002 -0.80750937E-002  0.16050485E-001
 -0.92349659E+002 -0.80085602E-002  0.16148606E-001
 -0.92226459E+002 -0.79414463E-002  0.16246810E-001
 -0.92103259E+002 -0.78737516E-002  0.16345095E-001
 -0.91980059E+002 -0.78054759E-002  0.16443459E-001
 -0.91856859E+002 -0.77366191E-002  0.16541899E-001
 -0.91733659E+002 -0.76671806E-002  0.16640412E-001
 -0.91610459E+002 -0.75971605E-002  0.16738997E-001
 -0.91487259E+002 -0.75265584E-002  0.16837651E-001
 -0.91364059E+002 -0.74553738E-002  0.16936372E-001
 -0.91240859E+002 -0.73836068E-002  0.17035156E-001
 -0.91117659E+002 -0.73112567E-002  0.17134002E-001
 -0.90994459E+002 -0.72383234E-002  0.17232907E-001
 -0.90871259E+002 -0.71648064E-002  0.17331869E-001
 -0.90748059E+002 -0.70907054E-002  0.17430885E-001
 -0.90624859E+002 -0.70160200E-002  0.17529953E-001
 -0.90501659E+002 -0.69407496E-002  0.17629070E-001
 -0.90378459E+002 -0.68648940E-002  0.17728234E-001
 -0.90255259E+002 -0.67884526E-002  0.17827441E-001
 -0.90132059E+002 -0.67114249E-002  0.17926691E-001
 -0.90008859E+002 -0.66338104E-002  0.18025979E-001
 -0.89885659E+002 -0.65556086E-002  0.18125303E-001
 -0.89762459E+002 -0.64768187E-002  0.18224662E-001
 -0.89639259E+002 -0.63974403E-002  0.18324051E-001
 -0.89516059E+002 -0.63174729E-002  0.18423469E-001
 -0.89392859E+002 -0.62369151E-002  0.18522913E-001
 -0.89269659E+002 -0.61557671E-002  0.18622379E-001
 -0.89146459E+002 -0.60740275E-002  0.18721867E-001
 -0.89023259E+002 -0.59916956E-002  0.18821372E-001
 -0.88900059E+002 -0.59087705E-002  0.18920892E-001
 -0.88776859E+002 -0.58252514E-002  0.19020424E-001
 -0.88653659E+002 -0.57411375E-002  0.19119966E-001
 -0.88530459E+002 -0.56564273E-002  0.19219515E-001
 -0.88407259E+002 -0.55711198E-002  0.19319068E-001
 -0.88284059E+002 -0.54852137E-002  0.19418624E-001
 -0.88160859E+002 -0.53987081E-002  0.19518178E-001
 -0.88037659E+002 -0.53116012E-002  0.19617729E-001
 -0.87914459E+002 -0.52238922E-002  0.19717273E-001
 -0.87791259E+002 -0.51355796E-002  0.19816808E-001
 -0.87668059E+002 -0.50466619E-002  0.19916329E-001
 -0.87544859E+002 -0.49571381E-002  0.20015834E-001
 -0.87421659E+002 -0.48670071E-002  0.20115318E-001
 -0.87298459E+002 -0.47762669E-002  0.20214778E-001
 -0.87175259E+002 -0.46849167E-002  0.20314208E-001
 -0.87052059E+002 -0.45929544E-002  0.20413607E-001
 -0.86928859E+002 -0.45003779E-002  0.20512972E-001
 -0.86805659E+002 -0.44071850E-002  0.20612300E-001
 -0.86682459E+002 -0.43133725E-002  0.20711590E-001
 -0.86559259E+002 -0.42189374E-002  0.20810841E-001
 -0.86436059E+002 -0.41238755E-002  0.20910055E-001
 -0.86312859E+002 -0.40281824E-002  0.21009234E-001
 -0.86189659E+002 -0.39318532E-002  0.21108380E-001
 -0.86066459E+002 -0.38348838E-002  0.21207492E-001
 -0.85943259E+002 -0.37372700E-002  0.21306572E-001
 -0.85820059E+002 -0.36390076E-002  0.21405618E-001
 -0.85696859E+002 -0.35400950E-002  0.21504621E-001
 -0.85573659E+002 -0.34405311E-002  0.21603572E-001
 -0.85450459E+002 -0.33403163E-002  0.21702457E-001
 -0.85327259E+002 -0.32394532E-002  0.21801254E-001
 -0.85204059E+002 -0.31379444E-002  0.21899945E-001
 -0.85080859E+002 -0.30357936E-002  0.21998507E-001
 -0.84957659E+002 -0.29330037E-002  0.22096922E-001
 -0.84834459E+002 -0.28295760E-002  0.22195176E-001
 -0.84711259E+002 -0.27255084E-002  0.22293265E-001
 -0.84588059E+002 -0.26207957E-002  0.22391195E-001
 -0.84464859E+002 -0.25154274E-002  0.22488985E-001
 -0.84341659E+002 -0.24093899E-002  0.22586660E-001
 -0.84218459E+002 -0.23026646E-002  0.22684253E-001
 -0.84095259E+002 -0.21952303E-002  0.22781802E-001
 -0.83972059E+002 -0.20870652E-002  0.22879341E-001
 -0.83848859E+002 -0.19781476E-002  0.22976896E-001
 -0.83725659E+002 -0.18684592E-002  0.23074480E-001
 -0.83602459E+002 -0.17579857E-002  0.23172087E-001
 -0.83479259E+002 -0.16467187E-002  0.23269696E-001
 -0.83356059E+002 -0.15346545E-002  0.23367271E-001
 -0.83232859E+002 -0.14217961E-002  0.23464760E-001
 -0.83109659E+002 -0.13081495E-002  0.23562106E-001
 -0.82986459E+002 -0.11937227E-002  0.23659255E-001
 -0.82863259E+002 -0.10785242E-002  0.23756154E-001
 -0.82740059E+002 -0.96256021E-003  0.23852767E-001
 -0.82616859E+002 -0.84583302E-003  0.23949073E-001
 -0.82493659E+002 -0.72834105E-003  0.24045066E-001
 -0.82370459E+002 -0.61007739E-003  0.24140762E-001
 -0.82247259E+002 -0.49103088E-003  0.24236188E-001
 -0.82124059E+002 -0.37118766E-003  0.24331378E-001
 -0.82000859E+002 -0.25053131E-003  0.24426375E-001
 -0.81877659E+002 -0.12904588E-003  0.24521214E-001
 -0.81754459E+002 -0.67148297E-005  0.24615929E-001
 -0.81631259E+002  0.11647709E-003  0.24710542E-001
 -0.81508059E+002  0.24054470E-003  0.24805064E-001
 -0.81384859E+002  0.36550322E-003  0.24899499E-001
 -0.81261659E+002  0.49136819E-003  0.24993837E-001
 -0.81138459E+002  0.61815812E-003  0.25088066E-001
 -0.81015259E+002  0.74589452E-003  0.25182167E-001
