 -0.10690468E+003  0.11014575E-002  0.51486563E-003
 -0.10679890E+003  0.11050165E-002  0.51437073E-003
 -0.10669313E+003  0.11086039E-002  0.51387677E-003
 -0.10658735E+003  0.11122196E-002  0.51338366E-003
 -0.10648157E+003  0.11158638E-002  0.51289149E-003
 -0.10637579E+003  0.11195366E-002  0.51240018E-003
 -0.10627001E+003  0.11232380E-002  0.51190980E-003
 -0.10616424E+003  0.11269681E-002  0.51142020E-003
 -0.10605846E+003  0.11307269E-002  0.51093145E-003
 -0.10595268E+003  0.11345145E-002  0.51044358E-003
 -0.10584690E+003  0.11383309E-002  0.50995656E-003
 -0.10574113E+003  0.11421763E-002  0.50947037E-003
 -0.10563535E+003  0.11460507E-002  0.50898499E-003
 -0.10552957E+003  0.11499541E-002  0.50850038E-003
 -0.10542379E+003  0.11538866E-002  0.50801659E-003
 -0.10531801E+003  0.11578482E-002  0.50753362E-003
 -0.10521224E+003  0.11618391E-002  0.50705138E-003
 -0.10510646E+003  0.11658592E-002  0.50656998E-003
 -0.10500068E+003  0.11699086E-002  0.50608931E-003
 -0.10489490E+003  0.11739873E-002  0.50560946E-003
 -0.10478913E+003  0.11780954E-002  0.50513033E-003
 -0.10468335E+003  0.11822329E-002  0.50465198E-003
 -0.10457757E+003  0.11864000E-002  0.50417431E-003
 -0.10447179E+003  0.11905964E-002  0.50369742E-003
 -0.10436601E+003  0.11948225E-002  0.50322133E-003
 -0.10426024E+003  0.11990781E-002  0.50274576E-003
 -0.10415446E+003  0.12033634E-002  0.50227116E-003
 -0.10404868E+003  0.12076782E-002  0.50179715E-003
 -0.10394290E+003  0.12120228E-002  0.50132382E-003
 -0.10383713E+003  0.12163970E-002  0.50085131E-003
 -0.10373135E+003  0.12208010E-002  0.50037948E-003
 -0.10362557E+003  0.12252347E-002  0.49990826E-003
 -0.10351979E+003  0.12296983E-002  0.49943779E-003
 -0.10341401E+003  0.12341917E-002  0.49896805E-003
 -0.10330824E+003  0.12387148E-002  0.49849897E-003
 -0.10320246E+003  0.12432678E-002  0.49803050E-003
 -0.10309668E+003  0.12478507E-002  0.49756285E-003
 -0.10299090E+003  0.12524634E-002  0.49709579E-003
 -0.10288513E+003  0.12571061E-002  0.49662941E-003
 -0.10277935E+003  0.12617786E-002  0.49616368E-003
 -0.10267357E+003  0.12664811E-002  0.49569873E-003
 -0.10256779E+003  0.12712135E-002  0.49523436E-003
 -0.10246201E+003  0.12759758E-002  0.49477063E-003
 -0.10235624E+003  0.12807680E-002  0.49430765E-003
 -0.10225046E+003  0.12855903E-002  0.49384524E-003
 -0.10214468E+003  0.12904423E-002  0.49338357E-003
 -0.10203890E+003  0.12953244E-002  0.49292247E-003
 -0.10193313E+003  0.13002365E-002  0.49246210E-003
 -0.10182735E+003  0.13051785E-002  0.49200235E-003
 -0.10172157E+003  0.13101505E-002  0.49154321E-003
 -0.10161579E+003  0.13151524E-002  0.49108478E-003
 -0.10151001E+003  0.13201842E-002  0.49062701E-003
 -0.10140424E+003  0.13252460E-002  0.49016985E-003
 -0.10129846E+003  0.13303376E-002  0.48971338E-003
 -0.10119268E+003  0.13354592E-002  0.48925746E-003
 -0.10108690E+003  0.13406107E-002  0.48880229E-003
 -0.10098113E+003  0.13457921E-002  0.48834774E-003
 -0.10087535E+003  0.13510033E-002  0.48789385E-003
 -0.10076957E+003  0.13562444E-002  0.48744047E-003
 -0.10066379E+003  0.13615154E-002  0.48698789E-003
 -0.10055801E+003  0.13668161E-002  0.48653591E-003
 -0.10045224E+003  0.13721467E-002  0.48608456E-003
 -0.10034646E+003  0.13775070E-002  0.48563386E-003
 -0.10024068E+003  0.13828971E-002  0.48518375E-003
 -0.10013490E+003  0.13883169E-002  0.48473439E-003
 -0.10002913E+003  0.13937664E-002  0.48428558E-003
 -0.99923348E+002  0.13992455E-002  0.48383745E-003
 -0.99817570E+002  0.14047544E-002  0.48339002E-003
 -0.99711793E+002  0.14102928E-002  0.48294314E-003
 -0.99606015E+002  0.14158608E-002  0.48249696E-003
 -0.99500237E+002  0.14214583E-002  0.48205140E-003
 -0.99394459E+002  0.14270853E-002  0.48160648E-003
 -0.99288681E+002  0.14327419E-002  0.48116224E-003
 -0.99182904E+002  0.14384279E-002  0.48071859E-003
 -0.99077126E+002  0.14441432E-002  0.48027565E-003
 -0.98971348E+002  0.14498879E-002  0.47983330E-003
 -0.98865570E+002  0.14556620E-002  0.47939168E-003
 -0.98759793E+002  0.14614654E-002  0.47895066E-003
 -0.98654015E+002  0.14672978E-002  0.47851021E-003
 -0.98548237E+002  0.14731596E-002  0.47807050E-003
 -0.98442459E+002  0.14790504E-002  0.47763141E-003
 -0.98336681E+002  0.14849704E-002  0.47719293E-003
 -0.98230904E+002  0.14909193E-002  0.47675514E-003
 -0.98125126E+002  0.14968972E-002  0.47631802E-003
 -0.98019348E+002  0.15029041E-002  0.47588151E-003
 -0.97913570E+002  0.15089399E-002  0.47544569E-003
 -0.97807793E+002  0.15150045E-002  0.47501039E-003
 -0.97702015E+002  0.15210978E-002  0.47457585E-003
 -0.97596237E+002  0.15272199E-002  0.47414194E-003
 -0.97490459E+002  0.15333705E-002  0.47370868E-003
 -0.97384681E+002  0.15395499E-002  0.47327602E-003
 -0.97278904E+002  0.15457576E-002  0.47284406E-003
 -0.97173126E+002  0.15519940E-002  0.47241274E-003
 -0.97067348E+002  0.15582586E-002  0.47198204E-003
 -0.96961570E+002  0.15645517E-002  0.47155201E-003
 -0.96855793E+002  0.15708729E-002  0.47112256E-003
 -0.96750015E+002  0.15772225E-002  0.47069376E-003
 -0.96644237E+002  0.15836000E-002  0.47026566E-003
 -0.96538459E+002  0.15900057E-002  0.46983813E-003
 -0.96432681E+002  0.15964394E-002  0.46941125E-003
 -0.96326904E+002  0.16029010E-002  0.46898496E-003
 -0.96221126E+002  0.16093904E-002  0.46855936E-003
 -0.96115348E+002  0.16159076E-002  0.46813437E-003
 -0.96009570E+002  0.16224525E-002  0.46770996E-003
 -0.95903793E+002  0.16290250E-002  0.46728618E-003
 -0.95798015E+002  0.16356250E-002  0.46686305E-003
 -0.95692237E+002  0.16422524E-002  0.46644047E-003
 -0.95586459E+002  0.16489072E-002  0.46601854E-003
 -0.95480681E+002  0.16555895E-002  0.46559720E-003
 -0.95374904E+002  0.16622987E-002  0.46517642E-003
 -0.95269126E+002  0.16690352E-002  0.46475634E-003
 -0.95163348E+002  0.16757987E-002  0.46433673E-003
 -0.95057570E+002  0.16825892E-002  0.46391773E-003
 -0.94951793E+002  0.16894064E-002  0.46349931E-003
 -0.94846015E+002  0.16962505E-002  0.46308137E-003
 -0.94740237E+002  0.17031213E-002  0.46266416E-003
 -0.94634459E+002  0.17100186E-002  0.46224730E-003
 -0.94528681E+002  0.17169424E-002  0.46183107E-003
 -0.94422904E+002  0.17238927E-002  0.46141541E-003
 -0.94317126E+002  0.17308691E-002  0.46100022E-003
 -0.94211348E+002  0.17378718E-002  0.46058549E-003
 -0.94105570E+002  0.17449007E-002  0.46017130E-003
 -0.93999793E+002  0.17519555E-002  0.45975758E-003
 -0.93894015E+002  0.17590363E-002  0.45934440E-003
 -0.93788237E+002  0.17661429E-002  0.45893161E-003
 -0.93682459E+002  0.17732751E-002  0.45851932E-003
 -0.93576681E+002  0.17804330E-002  0.45810738E-003
 -0.93470904E+002  0.17876164E-002  0.45769598E-003
 -0.93365126E+002  0.17948251E-002  0.45728483E-003
 -0.93259348E+002  0.18020591E-002  0.45687420E-003
 -0.93153570E+002  0.18093184E-002  0.45646392E-003
 -0.93047793E+002  0.18166027E-002  0.45605395E-003
 -0.92942015E+002  0.18239119E-002  0.45564427E-003
 -0.92836237E+002  0.18312459E-002  0.45523499E-003
