 -0.10682574E+003 -0.20125520E-002  0.32490407E-002
 -0.10664101E+003 -0.19937432E-002  0.32582677E-002
 -0.10645629E+003 -0.19747091E-002  0.32673285E-002
 -0.10627157E+003 -0.19554501E-002  0.32762211E-002
 -0.10608685E+003 -0.19359670E-002  0.32849437E-002
 -0.10590213E+003 -0.19162604E-002  0.32934944E-002
 -0.10571740E+003 -0.18963309E-002  0.33018715E-002
 -0.10553268E+003 -0.18761793E-002  0.33100731E-002
 -0.10534796E+003 -0.18558060E-002  0.33180973E-002
 -0.10516324E+003 -0.18352121E-002  0.33259425E-002
 -0.10497851E+003 -0.18143981E-002  0.33336068E-002
 -0.10479379E+003 -0.17933648E-002  0.33410885E-002
 -0.10460907E+003 -0.17721128E-002  0.33483859E-002
 -0.10442435E+003 -0.17506431E-002  0.33554974E-002
 -0.10423963E+003 -0.17289563E-002  0.33624211E-002
 -0.10405490E+003 -0.17070533E-002  0.33691554E-002
 -0.10387018E+003 -0.16849348E-002  0.33756988E-002
 -0.10368546E+003 -0.16626017E-002  0.33820494E-002
 -0.10350074E+003 -0.16400548E-002  0.33882059E-002
 -0.10331601E+003 -0.16172949E-002  0.33941665E-002
 -0.10313129E+003 -0.15943230E-002  0.33999298E-002
 -0.10294657E+003 -0.15711398E-002  0.34054941E-002
 -0.10276185E+003 -0.15477463E-002  0.34108579E-002
 -0.10257713E+003 -0.15241433E-002  0.34160198E-002
 -0.10239240E+003 -0.15003319E-002  0.34209783E-002
 -0.10220768E+003 -0.14763127E-002  0.34257317E-002
 -0.10202296E+003 -0.14520869E-002  0.34302789E-002
 -0.10183824E+003 -0.14276553E-002  0.34346181E-002
 -0.10165351E+003 -0.14030190E-002  0.34387483E-002
 -0.10146879E+003 -0.13781790E-002  0.34426678E-002
 -0.10128407E+003 -0.13531362E-002  0.34463754E-002
 -0.10109935E+003 -0.13278915E-002  0.34498696E-002
 -0.10091463E+003 -0.13024460E-002  0.34531494E-002
 -0.10072990E+003 -0.12768009E-002  0.34562131E-002
 -0.10054518E+003 -0.12509569E-002  0.34590595E-002
 -0.10036046E+003 -0.12249154E-002  0.34616875E-002
 -0.10017574E+003 -0.11986772E-002  0.34640957E-002
 -0.99991015E+002 -0.11722435E-002  0.34662830E-002
 -0.99806293E+002 -0.11456154E-002  0.34682481E-002
 -0.99621570E+002 -0.11187940E-002  0.34699899E-002
 -0.99436848E+002 -0.10917803E-002  0.34715070E-002
