 -0.10682574E+003 -0.19204240E-002  0.85332136E-002
 -0.10664101E+003 -0.19991704E-002  0.85625320E-002
 -0.10645629E+003 -0.20786322E-002  0.85912285E-002
 -0.10627157E+003 -0.21588090E-002  0.86192962E-002
 -0.10608685E+003 -0.22397004E-002  0.86467281E-002
 -0.10590213E+003 -0.23213058E-002  0.86735175E-002
 -0.10571740E+003 -0.24036246E-002  0.86996578E-002
 -0.10553268E+003 -0.24866562E-002  0.87251422E-002
 -0.10534796E+003 -0.25704000E-002  0.87499642E-002
 -0.10516324E+003 -0.26548549E-002  0.87741172E-002
 -0.10497851E+003 -0.27400205E-002  0.87975948E-002
 -0.10479379E+003 -0.28258954E-002  0.88203906E-002
 -0.10460907E+003 -0.29124790E-002  0.88424985E-002
 -0.10442435E+003 -0.29997701E-002  0.88639122E-002
 -0.10423963E+003 -0.30877675E-002  0.88846254E-002
 -0.10405490E+003 -0.31764701E-002  0.89046323E-002
 -0.10387018E+003 -0.32658767E-002  0.89239268E-002
 -0.10368546E+003 -0.33559858E-002  0.89425031E-002
 -0.10350074E+003 -0.34467960E-002  0.89603551E-002
 -0.10331601E+003 -0.35383060E-002  0.89774773E-002
 -0.10313129E+003 -0.36305143E-002  0.89938638E-002
 -0.10294657E+003 -0.37234191E-002  0.90095093E-002
 -0.10276185E+003 -0.38170189E-002  0.90244079E-002
 -0.10257713E+003 -0.39113119E-002  0.90385544E-002
 -0.10239240E+003 -0.40062963E-002  0.90519435E-002
 -0.10220768E+003 -0.41019702E-002  0.90645695E-002
 -0.10202296E+003 -0.41983317E-002  0.90764275E-002
 -0.10183824E+003 -0.42953790E-002  0.90875123E-002
 -0.10165351E+003 -0.43931098E-002  0.90978188E-002
 -0.10146879E+003 -0.44915220E-002  0.91073419E-002
 -0.10128407E+003 -0.45906135E-002  0.91160767E-002
 -0.10109935E+003 -0.46903819E-002  0.91240184E-002
 -0.10091463E+003 -0.47908249E-002  0.91311622E-002
 -0.10072990E+003 -0.48919404E-002  0.91375033E-002
 -0.10054518E+003 -0.49937256E-002  0.91430372E-002
 -0.10036046E+003 -0.50961780E-002  0.91477593E-002
 -0.10017574E+003 -0.51992953E-002  0.91516648E-002
 -0.99991015E+002 -0.53030746E-002  0.91547498E-002
 -0.99806293E+002 -0.54075132E-002  0.91570095E-002
 -0.99621570E+002 -0.55126084E-002  0.91584399E-002
 -0.99436848E+002 -0.56183574E-002  0.91590365E-002
 -0.99252126E+002 -0.57247573E-002  0.91587956E-002
 -0.99067404E+002 -0.58318049E-002  0.91577126E-002
 -0.98882681E+002 -0.59394975E-002  0.91557837E-002
 -0.98697959E+002 -0.60478319E-002  0.91530051E-002
 -0.98513237E+002 -0.61568047E-002  0.91493727E-002
 -0.98328515E+002 -0.62664131E-002  0.91448827E-002
 -0.98143793E+002 -0.63766536E-002  0.91395315E-002
 -0.97959070E+002 -0.64875228E-002  0.91333152E-002
 -0.97774348E+002 -0.65990174E-002  0.91262304E-002
 -0.97589626E+002 -0.67111341E-002  0.91182733E-002
