 -0.10682574E+003 -0.19717208E-002  0.21355448E-002
 -0.10664101E+003 -0.19653326E-002  0.21357007E-002
 -0.10645629E+003 -0.19588044E-002  0.21358586E-002
 -0.10627157E+003 -0.19521368E-002  0.21360184E-002
 -0.10608685E+003 -0.19453305E-002  0.21361803E-002
 -0.10590213E+003 -0.19383862E-002  0.21363444E-002
 -0.10571740E+003 -0.19313047E-002  0.21365104E-002
 -0.10553268E+003 -0.19240863E-002  0.21366787E-002
 -0.10534796E+003 -0.19167320E-002  0.21368490E-002
 -0.10516324E+003 -0.19092423E-002  0.21370215E-002
 -0.10497851E+003 -0.19016181E-002  0.21371962E-002
 -0.10479379E+003 -0.18938600E-002  0.21373731E-002
 -0.10460907E+003 -0.18859685E-002  0.21375521E-002
 -0.10442435E+003 -0.18779446E-002  0.21377335E-002
 -0.10423963E+003 -0.18697889E-002  0.21379171E-002
 -0.10405490E+003 -0.18615021E-002  0.21381029E-002
 -0.10387018E+003 -0.18530848E-002  0.21382910E-002
 -0.10368546E+003 -0.18445379E-002  0.21384815E-002
 -0.10350074E+003 -0.18358620E-002  0.21386742E-002
 -0.10331601E+003 -0.18270580E-002  0.21388693E-002
 -0.10313129E+003 -0.18181264E-002  0.21390667E-002
 -0.10294657E+003 -0.18090681E-002  0.21392666E-002
 -0.10276185E+003 -0.17998838E-002  0.21394688E-002
 -0.10257713E+003 -0.17905742E-002  0.21396733E-002
 -0.10239240E+003 -0.17811402E-002  0.21398804E-002
 -0.10220768E+003 -0.17715824E-002  0.21400898E-002
 -0.10202296E+003 -0.17619015E-002  0.21403017E-002
 -0.10183824E+003 -0.17520983E-002  0.21405159E-002
 -0.10165351E+003 -0.17421739E-002  0.21407327E-002
 -0.10146879E+003 -0.17321286E-002  0.21409519E-002
 -0.10128407E+003 -0.17219633E-002  0.21411737E-002
 -0.10109935E+003 -0.17116788E-002  0.21413978E-002
 -0.10091463E+003 -0.17012761E-002  0.21416246E-002
 -0.10072990E+003 -0.16907557E-002  0.21418538E-002
 -0.10054518E+003 -0.16801184E-002  0.21420854E-002
 -0.10036046E+003 -0.16693651E-002  0.21423197E-002
 -0.10017574E+003 -0.16584965E-002  0.21425564E-002
 -0.99991015E+002 -0.16475136E-002  0.21427957E-002
 -0.99806293E+002 -0.16364169E-002  0.21430375E-002
 -0.99621570E+002 -0.16252075E-002  0.21432818E-002
 -0.99436848E+002 -0.16138859E-002  0.21435286E-002
 -0.99252126E+002 -0.16024531E-002  0.21437779E-002
 -0.99067404E+002 -0.15909099E-002  0.21440298E-002
 -0.98882681E+002 -0.15792572E-002  0.21442842E-002
 -0.98697959E+002 -0.15674956E-002  0.21445410E-002
 -0.98513237E+002 -0.15556260E-002  0.21448004E-002
