 -0.10688913E+003  0.57534996E-004  0.94493159E-002
 -0.10676779E+003  0.12395574E-004  0.94653622E-002
 -0.10664646E+003 -0.33031362E-004  0.94811238E-002
 -0.10652513E+003 -0.78745477E-004  0.94965993E-002
 -0.10640379E+003 -0.12474642E-003  0.95117869E-002
 -0.10628246E+003 -0.17103385E-003  0.95266853E-002
 -0.10616113E+003 -0.21760738E-003  0.95412928E-002
 -0.10603979E+003 -0.26446665E-003  0.95556081E-002
 -0.10591846E+003 -0.31161127E-003  0.95696295E-002
 -0.10579713E+003 -0.35904084E-003  0.95833556E-002
 -0.10567579E+003 -0.40675495E-003  0.95967848E-002
 -0.10555446E+003 -0.45475317E-003  0.96099159E-002
 -0.10543313E+003 -0.50303511E-003  0.96227472E-002
 -0.10531179E+003 -0.55160028E-003  0.96352773E-002
 -0.10519046E+003 -0.60044828E-003  0.96475049E-002
 -0.10506913E+003 -0.64957862E-003  0.96594284E-002
 -0.10494779E+003 -0.69899084E-003  0.96710465E-002
 -0.10482646E+003 -0.74868444E-003  0.96823579E-002
 -0.10470513E+003 -0.79865896E-003  0.96933610E-002
 -0.10458379E+003 -0.84891389E-003  0.97040546E-002
 -0.10446246E+003 -0.89944872E-003  0.97144373E-002
 -0.10434113E+003 -0.95026290E-003  0.97245077E-002
 -0.10421979E+003 -0.10013559E-002  0.97342644E-002
 -0.10409846E+003 -0.10527273E-002  0.97437063E-002
 -0.10397713E+003 -0.11043763E-002  0.97528319E-002
 -0.10385579E+003 -0.11563026E-002  0.97616400E-002
 -0.10373446E+003 -0.12085055E-002  0.97701293E-002
 -0.10361313E+003 -0.12609843E-002  0.97782984E-002
 -0.10349179E+003 -0.13137386E-002  0.97861463E-002
 -0.10337046E+003 -0.13667679E-002  0.97936715E-002
 -0.10324913E+003 -0.14200712E-002  0.98008730E-002
 -0.10312779E+003 -0.14736483E-002  0.98077493E-002
 -0.10300646E+003 -0.15274981E-002  0.98142994E-002
 -0.10288513E+003 -0.15816204E-002  0.98205221E-002
 -0.10276379E+003 -0.16360143E-002  0.98264160E-002
 -0.10264246E+003 -0.16906793E-002  0.98319802E-002
 -0.10252113E+003 -0.17456144E-002  0.98372133E-002
 -0.10239979E+003 -0.18008193E-002  0.98421144E-002
 -0.10227846E+003 -0.18562931E-002  0.98466822E-002
 -0.10215713E+003 -0.19120352E-002  0.98509156E-002
 -0.10203579E+003 -0.19680447E-002  0.98548135E-002
 -0.10191446E+003 -0.20243211E-002  0.98583747E-002
 -0.10179313E+003 -0.20808636E-002  0.98615983E-002
 -0.10167179E+003 -0.21376712E-002  0.98644831E-002
 -0.10155046E+003 -0.21947436E-002  0.98670280E-002
 -0.10142913E+003 -0.22520798E-002  0.98692321E-002
 -0.10130779E+003 -0.23096789E-002  0.98710942E-002
 -0.10118646E+003 -0.23675402E-002  0.98726135E-002
 -0.10106513E+003 -0.24256631E-002  0.98737886E-002
 -0.10094379E+003 -0.24840467E-002  0.98746189E-002
 -0.10082246E+003 -0.25426899E-002  0.98751032E-002
 -0.10070113E+003 -0.26015922E-002  0.98752406E-002
 -0.10057979E+003 -0.26607527E-002  0.98750301E-002
 -0.10045846E+003 -0.27201706E-002  0.98744707E-002
 -0.10033713E+003 -0.27798449E-002  0.98735615E-002
 -0.10021579E+003 -0.28397749E-002  0.98723016E-002
 -0.10009446E+003 -0.28999596E-002  0.98706900E-002
 -0.99973126E+002 -0.29603981E-002  0.98687259E-002
 -0.99851793E+002 -0.30210896E-002  0.98664084E-002
 -0.99730459E+002 -0.30820333E-002  0.98637364E-002
 -0.99609126E+002 -0.31432280E-002  0.98607094E-002
 -0.99487793E+002 -0.32046731E-002  0.98573262E-002
 -0.99366459E+002 -0.32663674E-002  0.98535860E-002
 -0.99245126E+002 -0.33283101E-002  0.98494883E-002
 -0.99123793E+002 -0.33905002E-002  0.98450317E-002
 -0.99002459E+002 -0.34529369E-002  0.98402159E-002
 -0.98881126E+002 -0.35156190E-002  0.98350399E-002
 -0.98759793E+002 -0.35785457E-002  0.98295028E-002
 -0.98638459E+002 -0.36417159E-002  0.98236041E-002
 -0.98517126E+002 -0.37051286E-002  0.98173427E-002
 -0.98395793E+002 -0.37687830E-002  0.98107180E-002
 -0.98274459E+002 -0.38326778E-002  0.98037293E-002
 -0.98153126E+002 -0.38968122E-002  0.97963757E-002
 -0.98031793E+002 -0.39611851E-002  0.97886565E-002
 -0.97910459E+002 -0.40257953E-002  0.97805712E-002
 -0.97789126E+002 -0.40906420E-002  0.97721189E-002
 -0.97667793E+002 -0.41557240E-002  0.97632989E-002
 -0.97546459E+002 -0.42210402E-002  0.97541105E-002
 -0.97425126E+002 -0.42865898E-002  0.97445531E-002
 -0.97303793E+002 -0.43523714E-002  0.97346259E-002
 -0.97182459E+002 -0.44183840E-002  0.97243285E-002
 -0.97061126E+002 -0.44846265E-002  0.97136600E-002
 -0.96939793E+002 -0.45510979E-002  0.97026198E-002
 -0.96818459E+002 -0.46177969E-002  0.96912073E-002
 -0.96697126E+002 -0.46847225E-002  0.96794219E-002
 -0.96575793E+002 -0.47518735E-002  0.96672628E-002
 -0.96454459E+002 -0.48192486E-002  0.96547298E-002
 -0.96333126E+002 -0.48868470E-002  0.96418217E-002
 -0.96211793E+002 -0.49546674E-002  0.96285385E-002
 -0.96090459E+002 -0.50227086E-002  0.96148793E-002
 -0.95969126E+002 -0.50909694E-002  0.96008436E-002
 -0.95847793E+002 -0.51594485E-002  0.95864307E-002
 -0.95726459E+002 -0.52281449E-002  0.95716402E-002
 -0.95605126E+002 -0.52970574E-002  0.95564715E-002
 -0.95483793E+002 -0.53661847E-002  0.95409241E-002
 -0.95362459E+002 -0.54355256E-002  0.95249973E-002
 -0.95241126E+002 -0.55050788E-002  0.95086906E-002
 -0.95119793E+002 -0.55748432E-002  0.94920036E-002
 -0.94998459E+002 -0.56448174E-002  0.94749357E-002
 -0.94877126E+002 -0.57150004E-002  0.94574863E-002
 -0.94755793E+002 -0.57853907E-002  0.94396549E-002
 -0.94634459E+002 -0.58559872E-002  0.94214412E-002
 -0.94513126E+002 -0.59267884E-002  0.94028444E-002
 -0.94391793E+002 -0.59977932E-002  0.93838642E-002
 -0.94270459E+002 -0.60690004E-002  0.93645000E-002
