 -0.10687357E+003 -0.58785448E-003  0.49970790E-003
 -0.10673668E+003 -0.59786607E-003  0.50165803E-003
 -0.10659979E+003 -0.60793216E-003  0.50359951E-003
 -0.10646290E+003 -0.61805264E-003  0.50553221E-003
 -0.10632601E+003 -0.62822746E-003  0.50745605E-003
 -0.10618912E+003 -0.63845654E-003  0.50937090E-003
 -0.10605223E+003 -0.64873978E-003  0.51127668E-003
 -0.10591534E+003 -0.65907713E-003  0.51317326E-003
 -0.10577845E+003 -0.66946847E-003  0.51506054E-003
 -0.10564157E+003 -0.67991375E-003  0.51693842E-003
 -0.10550468E+003 -0.69041283E-003  0.51880680E-003
 -0.10536779E+003 -0.70096566E-003  0.52066558E-003
 -0.10523090E+003 -0.71157213E-003  0.52251465E-003
 -0.10509401E+003 -0.72223213E-003  0.52435391E-003
 -0.10495712E+003 -0.73294556E-003  0.52618327E-003
 -0.10482023E+003 -0.74371234E-003  0.52800262E-003
 -0.10468334E+003 -0.75453233E-003  0.52981186E-003
 -0.10454645E+003 -0.76540546E-003  0.53161090E-003
 -0.10440957E+003 -0.77633158E-003  0.53339964E-003
 -0.10427268E+003 -0.78731060E-003  0.53517799E-003
 -0.10413579E+003 -0.79834242E-003  0.53694584E-003
 -0.10399890E+003 -0.80942688E-003  0.53870310E-003
 -0.10386201E+003 -0.82056389E-003  0.54044967E-003
 -0.10372512E+003 -0.83175331E-003  0.54218546E-003
 -0.10358823E+003 -0.84299501E-003  0.54391038E-003
 -0.10345134E+003 -0.85428889E-003  0.54562433E-003
 -0.10331445E+003 -0.86563479E-003  0.54732722E-003
 -0.10317757E+003 -0.87703258E-003  0.54901897E-003
 -0.10304068E+003 -0.88848213E-003  0.55069947E-003
 -0.10290379E+003 -0.89998329E-003  0.55236863E-003
 -0.10276690E+003 -0.91153594E-003  0.55402636E-003
 -0.10263001E+003 -0.92313992E-003  0.55567257E-003
 -0.10249312E+003 -0.93479508E-003  0.55730717E-003
 -0.10235623E+003 -0.94650129E-003  0.55893007E-003
 -0.10221934E+003 -0.95825837E-003  0.56054118E-003
 -0.10208245E+003 -0.97006618E-003  0.56214042E-003
 -0.10194557E+003 -0.98192457E-003  0.56372768E-003
 -0.10180868E+003 -0.99383336E-003  0.56530287E-003
 -0.10167179E+003 -0.10057924E-002  0.56686592E-003
 -0.10153490E+003 -0.10178015E-002  0.56841674E-003
 -0.10139801E+003 -0.10298606E-002  0.56995522E-003
 -0.10126112E+003 -0.10419694E-002  0.57148128E-003
 -0.10112423E+003 -0.10541278E-002  0.57299485E-003
 -0.10098734E+003 -0.10663355E-002  0.57449581E-003
 -0.10085045E+003 -0.10785925E-002  0.57598408E-003
 -0.10071357E+003 -0.10908985E-002  0.57745959E-003
 -0.10057668E+003 -0.11032534E-002  0.57892223E-003
 -0.10043979E+003 -0.11156570E-002  0.58037192E-003
 -0.10030290E+003 -0.11281090E-002  0.58180858E-003
 -0.10016601E+003 -0.11406093E-002  0.58323208E-003
 -0.10002912E+003 -0.11531577E-002  0.58464238E-003
