0.0000000000000000e+00 -8.2748730410942009e-02 2.8678826877914315e-02 -1.2670009139012610e-03 -5.6987295291034759e-03 1.1167282376600696e-15 3.2547281536565720e-10 -1.2670069291350968e-03 5.6987468852164862e-03 -8.2748729215661482e-02 -2.8678826612166870e-02
1.5298382305908391e+00 -7.9073200954581577e-02 3.7738737517994843e-02 -1.5221259632123355e-03 -5.4825270460794433e-03 3.1040767541350330e-07 6.1775765880268951e-06 -1.6476697688467125e-03 5.7657743810732055e-03 -7.9053476407343434e-02 -3.7732575857213277e-02
3.0596764611816782e+00 -7.4472759213529471e-02 4.6234023204195743e-02 -1.7392793118073679e-03 -5.2478550434053115e-03 1.3341616637407416e-06 1.4314642053946114e-05 -2.0500403976591781e-03 5.8186332837436060e-03 -7.4432593398260596e-02 -4.6217655340302359e-02
4.5895146917725178e+00 -6.8938004179901258e-02 5.4205946228530630e-02 -1.9212547384470785e-03 -4.9984300489683848e-03 3.1947170928253157e-06 2.4532226569123558e-05 -2.4795651051694955e-03 5.8509138450695553e-03 -6.8877392934023715e-02 -5.4175009279415126e-02
6.1193529223633565e+00 -6.2558264431434432e-02 6.1515868086879297e-02 -2.0654893833748009e-03 -4.7402604793182167e-03 5.9930760204656743e-06 3.6897690652851894e-05 -2.9341410513447777e-03 5.8586791124986002e-03 -6.2477967242627643e-02 -6.1465799257851672e-02
7.6491911529541960e+00 -5.5403178507248338e-02 6.8082156927589427e-02 -2.1715455759475019e-03 -4.4785964623000633e-03 9.7965569231246545e-06 5.1499008334456378e-05 -3.4127797250109808e-03 5.8365106432630223e-03 -5.5304775958152440e-02 -6.8008338997353562e-02
9.1790293835450356e+00 -4.7559756383736898e-02 7.3822085162778883e-02 -2.2396663838065295e-03 -4.2191686134759009e-03 1.4636734703078053e-05 6.8394041940388062e-05 -3.9134057655260219e-03 5.7797396096972700e-03 -4.7445668234937600e-02 -7.3719969504400018e-02
1.0708867614135874e+01 -3.9123625340411895e-02 7.8662957221451404e-02 -2.2707615361784242e-03 -3.9674981656924423e-03 2.0501449328990708e-05 8.7633063135106673e-05 -4.4331162136706870e-03 5.6836092052569070e-03 -3.8997111043497477e-02 -7.8528216997125450e-02
1.2238705844726713e+01 -3.0196375340176197e-02 8.2544095609975554e-02 -2.2666197617737457e-03 -3.7289967552664310e-03 2.7331079790223270e-05 1.0925184481566999e-04 -4.9683647400819049e-03 5.5436711821879254e-03 -3.0061511460789385e-02 -8.2372764397980108e-02
1.3768544075317553e+01 -2.0886919743704227e-02 8.5415706218204684e-02 -2.2297564544953297e-03 -3.5088099853744642e-03 3.5014976435899896e-05 1.3327070056957067e-04 -5.5148334821880206e-03 5.3558621244770366e-03 -2.0748551900448754e-02 -8.5204319430414260e-02
1.5298382305908392e+01 -1.1308733519530701e-02 8.7240418474917772e-02 -2.1634255585542064e-03 -3.3117156026057550e-03 4.3388941237355524e-05 1.5969531495517789e-04 -6.0675482372485809e-03 5.1165794727608144e-03 -1.1172406407986038e-02 -8.6986145270655887e-02
1.6828220536499231e+01 -1.5791784008391311e-03 8.7993509188738384e-02 -2.0715570130487998e-03 -3.1420292443177511e-03 5.2234276925099132e-05 1.8851570411290968e-04 -6.6209081174824864e-03 4.8228015837395340e-03 -1.4510430703387122e-03 -8.7694273917219734e-02
1.8358058767090071e+01 8.1825099820239354e-03 8.7663336441059156e-02 -1.9587035656657599e-03 -3.0035085892939038e-03 6.1277755703461820e-05 2.1970681517933556e-04 -7.1687736212875924e-03 4.4721495194333192e-03 8.2958077570028949e-03 -8.7317924845351419e-02
1.9887896997680908e+01 1.7856182769331742e-02 8.6251448338724862e-02 -1.8299688912333037e-03 -2.8992691000357292e-03 7.0193762299549517e-05 2.5322688341721921e-04 -7.7045323856025517e-03 4.0629975152771287e-03 1.7947631561433339e-02 -8.5859595948277107e-02
2.1417735228271749e+01 2.7322057489338681e-02 8.3772733338491001e-02 -1.6909084053011066e-03 -2.8317045780490296e-03 7.8607644421850587e-05 2.8901778028024051e-04 -8.2211871223158411e-03 3.5945472946393481e-03 2.7384425250526607e-02 -8.3335193590675608e-02
2.2947573458862589e+01 3.6463073346156394e-02 8.0255086844648660e-02 -1.5474536313070872e-03 -2.8024289745408673e-03 8.6099302898800731e-05 3.2700672175795843e-04 -8.7114805056316153e-03 3.0668363245140422e-03 3.6489060878813796e-02 -7.9773675651867174e-02
2.4477411689453426e+01 4.5165311354662931e-02 7.5739360111913928e-02 -1.4058022065946384e-03 -2.8122123412780489e-03 9.2211070894092709e-05 3.6710316873451976e-04 -9.1679814825008938e-03 2.4808574603313758e-03 4.5147714533203043e-02 -7.5216976094376539e-02
2.6007249920044266e+01 5.3319722066406131e-02 7.0278939477540880e-02 -1.2722929004429940e-03 -2.8609447908309327e-03 9.6454542524356326e-05 4.0920101049513372e-04 -9.5832088869197175e-03 1.8385604911594997e-03 5.3251598338697803e-02 -6.9719558502378945e-02
