 -0.10690219E+003 -0.40873365E-003  0.12113914E-002
 -0.10679393E+003 -0.41747869E-003  0.12156943E-002
 -0.10668566E+003 -0.42626552E-003  0.12199993E-002
 -0.10657739E+003 -0.43509410E-003  0.12243064E-002
 -0.10646913E+003 -0.44396446E-003  0.12286155E-002
 -0.10636086E+003 -0.45287652E-003  0.12329266E-002
 -0.10625259E+003 -0.46183031E-003  0.12372395E-002
 -0.10614433E+003 -0.47082576E-003  0.12415542E-002
 -0.10603606E+003 -0.47986287E-003  0.12458706E-002
 -0.10592779E+003 -0.48894163E-003  0.12501886E-002
 -0.10581953E+003 -0.49806197E-003  0.12545081E-002
 -0.10571126E+003 -0.50722391E-003  0.12588293E-002
 -0.10560299E+003 -0.51642744E-003  0.12631516E-002
 -0.10549473E+003 -0.52567244E-003  0.12674754E-002
 -0.10538646E+003 -0.53495893E-003  0.12718004E-002
 -0.10527819E+003 -0.54428693E-003  0.12761266E-002
 -0.10516993E+003 -0.55365633E-003  0.12804539E-002
 -0.10506166E+003 -0.56306711E-003  0.12847822E-002
 -0.10495339E+003 -0.57251930E-003  0.12891114E-002
 -0.10484513E+003 -0.58201285E-003  0.12934414E-002
 -0.10473686E+003 -0.59154764E-003  0.12977722E-002
 -0.10462859E+003 -0.60112370E-003  0.13021037E-002
 -0.10452033E+003 -0.61074105E-003  0.13064360E-002
 -0.10441206E+003 -0.62039951E-003  0.13107687E-002
 -0.10430379E+003 -0.63009919E-003  0.13151018E-002
 -0.10419553E+003 -0.63984000E-003  0.13194355E-002
 -0.10408726E+003 -0.64962183E-003  0.13237693E-002
 -0.10397899E+003 -0.65944475E-003  0.13281035E-002
 -0.10387073E+003 -0.66930863E-003  0.13324377E-002
 -0.10376246E+003 -0.67921348E-003  0.13367721E-002
 -0.10365419E+003 -0.68915920E-003  0.13411065E-002
 -0.10354593E+003 -0.69914582E-003  0.13454406E-002
 -0.10343766E+003 -0.70917330E-003  0.13497747E-002
 -0.10332939E+003 -0.71924151E-003  0.13541086E-002
 -0.10322113E+003 -0.72935048E-003  0.13584421E-002
 -0.10311286E+003 -0.73950015E-003  0.13627753E-002
 -0.10300459E+003 -0.74969042E-003  0.13671079E-002
 -0.10289633E+003 -0.75992129E-003  0.13714400E-002
 -0.10278806E+003 -0.77019278E-003  0.13757714E-002
 -0.10267979E+003 -0.78050468E-003  0.13801022E-002
 -0.10257153E+003 -0.79085712E-003  0.13844321E-002
 -0.10246326E+003 -0.80124984E-003  0.13887612E-002
 -0.10235499E+003 -0.81168296E-003  0.13930892E-002
 -0.10224673E+003 -0.82215637E-003  0.13974163E-002
 -0.10213846E+003 -0.83267006E-003  0.14017423E-002
 -0.10203019E+003 -0.84322390E-003  0.14060670E-002
 -0.10192193E+003 -0.85381781E-003  0.14103905E-002
 -0.10181366E+003 -0.86445182E-003  0.14147124E-002
 -0.10170539E+003 -0.87512593E-003  0.14190331E-002
 -0.10159713E+003 -0.88583992E-003  0.14233523E-002
 -0.10148886E+003 -0.89659378E-003  0.14276699E-002
 -0.10138059E+003 -0.90738761E-003  0.14319857E-002
 -0.10127233E+003 -0.91822114E-003  0.14362998E-002
 -0.10116406E+003 -0.92909438E-003  0.14406120E-002
