 -0.10690219E+003  0.48033918E-002 -0.12497903E-001
 -0.10679393E+003  0.47529841E-002 -0.12542092E-001
 -0.10668566E+003  0.47021546E-002 -0.12586162E-001
 -0.10657739E+003  0.46509033E-002 -0.12630111E-001
 -0.10646913E+003  0.45992295E-002 -0.12673937E-001
 -0.10636086E+003  0.45471332E-002 -0.12717639E-001
 -0.10625259E+003  0.44946140E-002 -0.12761216E-001
 -0.10614433E+003  0.44416714E-002 -0.12804665E-001
 -0.10603606E+003  0.43883054E-002 -0.12847986E-001
 -0.10592779E+003  0.43345155E-002 -0.12891177E-001
 -0.10581953E+003  0.42803014E-002 -0.12934236E-001
 -0.10571126E+003  0.42256632E-002 -0.12977161E-001
 -0.10560299E+003  0.41706002E-002 -0.13019952E-001
 -0.10549473E+003  0.41151125E-002 -0.13062607E-001
 -0.10538646E+003  0.40592001E-002 -0.13105124E-001
 -0.10527819E+003  0.40028623E-002 -0.13147502E-001
 -0.10516993E+003  0.39460991E-002 -0.13189739E-001
 -0.10506166E+003  0.38889104E-002 -0.13231833E-001
 -0.10495339E+003  0.38312959E-002 -0.13273784E-001
 -0.10484513E+003  0.37732555E-002 -0.13315590E-001
 -0.10473686E+003  0.37147893E-002 -0.13357249E-001
 -0.10462859E+003  0.36558969E-002 -0.13398759E-001
 -0.10452033E+003  0.35965781E-002 -0.13440120E-001
 -0.10441206E+003  0.35368330E-002 -0.13481330E-001
 -0.10430379E+003  0.34766617E-002 -0.13522387E-001
 -0.10419553E+003  0.34160635E-002 -0.13563290E-001
 -0.10408726E+003  0.33550390E-002 -0.13604037E-001
 -0.10397899E+003  0.32935878E-002 -0.13644627E-001
 -0.10387073E+003  0.32317100E-002 -0.13685059E-001
 -0.10376246E+003  0.31694052E-002 -0.13725331E-001
 -0.10365419E+003  0.31066738E-002 -0.13765441E-001
 -0.10354593E+003  0.30435159E-002 -0.13805389E-001
 -0.10343766E+003  0.29799308E-002 -0.13845172E-001
 -0.10332939E+003  0.29159193E-002 -0.13884790E-001
 -0.10322113E+003  0.28514813E-002 -0.13924240E-001
 -0.10311286E+003  0.27866164E-002 -0.13963521E-001
 -0.10300459E+003  0.27213250E-002 -0.14002633E-001
 -0.10289633E+003  0.26556071E-002 -0.14041573E-001
 -0.10278806E+003  0.25894629E-002 -0.14080340E-001
 -0.10267979E+003  0.25228922E-002 -0.14118933E-001
 -0.10257153E+003  0.24558955E-002 -0.14157350E-001
 -0.10246326E+003  0.23884727E-002 -0.14195590E-001
 -0.10235499E+003  0.23206237E-002 -0.14233651E-001
 -0.10224673E+003  0.22523490E-002 -0.14271532E-001
 -0.10213846E+003  0.21836486E-002 -0.14309232E-001
 -0.10203019E+003  0.21145229E-002 -0.14346750E-001
 -0.10192193E+003  0.20449720E-002 -0.14384083E-001
 -0.10181366E+003  0.19749958E-002 -0.14421230E-001
 -0.10170539E+003  0.19045948E-002 -0.14458191E-001
 -0.10159713E+003  0.18337690E-002 -0.14494963E-001
 -0.10148886E+003  0.17625189E-002 -0.14531546E-001
 -0.10138059E+003  0.16908448E-002 -0.14567937E-001
 -0.10127233E+003  0.16187467E-002 -0.14604136E-001
 -0.10116406E+003  0.15462249E-002 -0.14640141E-001
 -0.10105579E+003  0.14732796E-002 -0.14675951E-001
 -0.10094753E+003  0.13999116E-002 -0.14711565E-001
 -0.10083926E+003  0.13261209E-002 -0.14746981E-001
 -0.10073099E+003  0.12519075E-002 -0.14782197E-001
 -0.10062273E+003  0.11772724E-002 -0.14817213E-001
 -0.10051446E+003  0.11022154E-002 -0.14852026E-001
 -0.10040619E+003  0.10267371E-002 -0.14886637E-001
 -0.10029793E+003  0.95083770E-003 -0.14921043E-001
 -0.10018966E+003  0.87451800E-003 -0.14955242E-001
 -0.10008139E+003  0.79777794E-003 -0.14989235E-001
 -0.99973126E+002  0.72061831E-003 -0.15023019E-001
 -0.99864859E+002  0.64303928E-003 -0.15056592E-001
 -0.99756593E+002  0.56504182E-003 -0.15089955E-001
 -0.99648326E+002  0.48662570E-003 -0.15123105E-001
 -0.99540059E+002  0.40779157E-003 -0.15156041E-001
 -0.99431793E+002  0.32853992E-003 -0.15188762E-001
 -0.99323526E+002  0.24887158E-003 -0.15221266E-001
 -0.99215259E+002  0.16878667E-003 -0.15253552E-001
 -0.99106993E+002  0.88286074E-004 -0.15285619E-001
 -0.98998726E+002  0.73701760E-005 -0.15317466E-001
 -0.98890459E+002 -0.73960476E-004 -0.15349090E-001
 -0.98782193E+002 -0.15570564E-003 -0.15380492E-001
 -0.98673926E+002 -0.23786423E-003 -0.15411669E-001
 -0.98565659E+002 -0.32043583E-003 -0.15442621E-001
 -0.98457393E+002 -0.40341999E-003 -0.15473345E-001
 -0.98349126E+002 -0.48681631E-003 -0.15503842E-001
 -0.98240859E+002 -0.57062344E-003 -0.15534109E-001
 -0.98132593E+002 -0.65484101E-003 -0.15564145E-001
 -0.98024326E+002 -0.73946868E-003 -0.15593949E-001
 -0.97916059E+002 -0.82450558E-003 -0.15623519E-001
 -0.97807793E+002 -0.90995089E-003 -0.15652855E-001
 -0.97699526E+002 -0.99580427E-003 -0.15681956E-001
 -0.97591259E+002 -0.10820646E-002 -0.15710819E-001
 -0.97482993E+002 -0.11687315E-002 -0.15739443E-001
 -0.97374726E+002 -0.12558041E-002 -0.15767828E-001
 -0.97266459E+002 -0.13432815E-002 -0.15795972E-001
 -0.97158193E+002 -0.14311633E-002 -0.15823874E-001
 -0.97049926E+002 -0.15194482E-002 -0.15851532E-001
 -0.96941659E+002 -0.16081360E-002 -0.15878946E-001
 -0.96833393E+002 -0.16972474E-002 -0.15906099E-001
 -0.96725126E+002 -0.17867382E-002 -0.15933020E-001
 -0.96616859E+002 -0.18766293E-002 -0.15959692E-001
 -0.96508593E+002 -0.19669194E-002 -0.15986114E-001
 -0.96400326E+002 -0.20576081E-002 -0.16012286E-001
 -0.96292059E+002 -0.21486948E-002 -0.16038205E-001
 -0.96183793E+002 -0.22401780E-002 -0.16063871E-001
 -0.96075526E+002 -0.23320574E-002 -0.16089282E-001
 -0.95967259E+002 -0.24243315E-002 -0.16114438E-001
 -0.95858993E+002 -0.25170002E-002 -0.16139336E-001
 -0.95750726E+002 -0.26100616E-002 -0.16163977E-001
 -0.95642459E+002 -0.27035156E-002 -0.16188358E-001
 -0.95534193E+002 -0.27973607E-002 -0.16212478E-001
 -0.95425926E+002 -0.28915964E-002 -0.16236336E-001
