 -0.10690468E+003  0.12407380E-001 -0.24190263E+003  0.28035087E+001
 -0.10679890E+003  0.12428165E-001 -0.24131165E+003  0.28035087E+001
 -0.10669313E+003  0.12448948E-001 -0.24130952E+003  0.20158163E-001
 -0.10658735E+003  0.12469730E-001 -0.24130739E+003  0.20207683E-001
 -0.10648157E+003  0.12490512E-001 -0.24130525E+003  0.20257218E-001
 -0.10637579E+003  0.12511295E-001 -0.24130310E+003  0.20306922E-001
 -0.10627001E+003  0.12532082E-001 -0.24130095E+003  0.20356757E-001
 -0.10616424E+003  0.12552875E-001 -0.24129880E+003  0.20406448E-001
 -0.10605846E+003  0.12573672E-001 -0.24129664E+003  0.20456280E-001
 -0.10595268E+003  0.12594479E-001 -0.24129447E+003  0.20506299E-001
 -0.10584690E+003  0.12615296E-001 -0.24129230E+003  0.20556182E-001
 -0.10574113E+003  0.12636124E-001 -0.24129012E+003  0.20606180E-001
 -0.10563535E+003  0.12656965E-001 -0.24128794E+003  0.20656096E-001
 -0.10552957E+003  0.12677820E-001 -0.24128575E+003  0.20706110E-001
 -0.10542379E+003  0.12698693E-001 -0.24128356E+003  0.20756203E-001
 -0.10531801E+003  0.12719584E-001 -0.24128136E+003  0.20806124E-001
 -0.10521224E+003  0.12740494E-001 -0.24127916E+003  0.20856161E-001
 -0.10510646E+003  0.12761426E-001 -0.24127695E+003  0.20906227E-001
 -0.10500068E+003  0.12782383E-001 -0.24127473E+003  0.20956199E-001
 -0.10489490E+003  0.12803364E-001 -0.24127251E+003  0.21006107E-001
 -0.10478913E+003  0.12824373E-001 -0.24127029E+003  0.21056155E-001
 -0.10468335E+003  0.12845411E-001 -0.24126806E+003  0.21106048E-001
 -0.10457757E+003  0.12866480E-001 -0.24126582E+003  0.21155797E-001
 -0.10447179E+003  0.12887582E-001 -0.24126358E+003  0.21205580E-001
 -0.10436601E+003  0.12908718E-001 -0.24126134E+003  0.21255304E-001
 -0.10426024E+003  0.12929891E-001 -0.24125909E+003  0.21305032E-001
 -0.10415446E+003  0.12951103E-001 -0.24125683E+003  0.21354635E-001
 -0.10404868E+003  0.12972356E-001 -0.24125457E+003  0.21404165E-001
 -0.10394290E+003  0.12993652E-001 -0.24125230E+003  0.21453521E-001
 -0.10383713E+003  0.13014991E-001 -0.24125003E+003  0.21502884E-001
 -0.10373135E+003  0.13036380E-001 -0.24124775E+003  0.21552106E-001
 -0.10362557E+003  0.13057815E-001 -0.24124547E+003  0.21601079E-001
 -0.10351979E+003  0.13079301E-001 -0.24124318E+003  0.21650056E-001
 -0.10341401E+003  0.13100840E-001 -0.24124089E+003  0.21698902E-001
 -0.10330824E+003  0.13122435E-001 -0.24123859E+003  0.21747621E-001
 -0.10320246E+003  0.13144086E-001 -0.24123629E+003  0.21796185E-001
 -0.10309668E+003  0.13165798E-001 -0.24123398E+003  0.21844586E-001
 -0.10299090E+003  0.13187570E-001 -0.24123167E+003  0.21892690E-001
 -0.10288513E+003  0.13209406E-001 -0.24122935E+003  0.21940688E-001
 -0.10277935E+003  0.13231307E-001 -0.24122703E+003  0.21988584E-001
 -0.10267357E+003  0.13253276E-001 -0.24122470E+003  0.22036230E-001
 -0.10256779E+003  0.13275316E-001 -0.24122236E+003  0.22083693E-001
 -0.10246201E+003  0.13297428E-001 -0.24122003E+003  0.22130858E-001
 -0.10235624E+003  0.13319614E-001 -0.24121768E+003  0.22177846E-001
 -0.10225046E+003  0.13341877E-001 -0.24121533E+003  0.22224686E-001
 -0.10214468E+003  0.13364220E-001 -0.24121298E+003  0.22271230E-001
 -0.10203890E+003  0.13386645E-001 -0.24121062E+003  0.22317511E-001
 -0.10193313E+003  0.13409152E-001 -0.24120826E+003  0.22363485E-001
 -0.10182735E+003  0.13431746E-001 -0.24120589E+003  0.22409271E-001
 -0.10172157E+003  0.13454428E-001 -0.24120352E+003  0.22454726E-001
 -0.10161579E+003  0.13477200E-001 -0.24120114E+003  0.22499916E-001
 -0.10151001E+003  0.13500066E-001 -0.24119876E+003  0.22544840E-001
 -0.10140424E+003  0.13523026E-001 -0.24119637E+003  0.22589366E-001
 -0.10129846E+003  0.13546084E-001 -0.24119398E+003  0.22633650E-001
 -0.10119268E+003  0.13569243E-001 -0.24119158E+003  0.22677619E-001
 -0.10108690E+003  0.13592504E-001 -0.24118918E+003  0.22721266E-001
 -0.10098113E+003  0.13615870E-001 -0.24118677E+003  0.22764537E-001
 -0.10087535E+003  0.13639343E-001 -0.24118436E+003  0.22807400E-001
 -0.10076957E+003  0.13662926E-001 -0.24118195E+003  0.22849945E-001
 -0.10066379E+003  0.13686619E-001 -0.24117953E+003  0.22892171E-001
 -0.10055801E+003  0.13710430E-001 -0.24117711E+003  0.22933974E-001
 -0.10045224E+003  0.13734356E-001 -0.24117468E+003  0.22975359E-001
 -0.10034646E+003  0.13758400E-001 -0.24117225E+003  0.23016407E-001
 -0.10024068E+003  0.13782567E-001 -0.24116981E+003  0.23056984E-001
 -0.10013490E+003  0.13806859E-001 -0.24116737E+003  0.23097132E-001
 -0.10002913E+003  0.13831276E-001 -0.24116492E+003  0.23136901E-001
 -0.99923348E+002  0.13855823E-001 -0.24116247E+003  0.23176213E-001
 -0.99817570E+002  0.13880502E-001 -0.24116002E+003  0.23215067E-001
 -0.99711793E+002  0.13905314E-001 -0.24115756E+003  0.23253451E-001
 -0.99606015E+002  0.13930264E-001 -0.24115510E+003  0.23291426E-001
 -0.99500237E+002  0.13955352E-001 -0.24115263E+003  0.23328935E-001
 -0.99394459E+002  0.13980582E-001 -0.24115016E+003  0.23365872E-001
 -0.99288681E+002  0.14005955E-001 -0.24114769E+003  0.23402314E-001
 -0.99182904E+002  0.14031475E-001 -0.24114521E+003  0.23438327E-001
 -0.99077126E+002  0.14057145E-001 -0.24114273E+003  0.23473832E-001
 -0.98971348E+002  0.14082966E-001 -0.24114025E+003  0.23508785E-001
 -0.98865570E+002  0.14108939E-001 -0.24113776E+003  0.23543178E-001
 -0.98759793E+002  0.14135071E-001 -0.24113527E+003  0.23577085E-001
 -0.98654015E+002  0.14161360E-001 -0.24113277E+003  0.23610428E-001
 -0.98548237E+002  0.14187810E-001 -0.24113027E+003  0.23643150E-001
 -0.98442459E+002  0.14214427E-001 -0.24112777E+003  0.23675409E-001
 -0.98336681E+002  0.14241207E-001 -0.24112526E+003  0.23707072E-001
 -0.98230904E+002  0.14268158E-001 -0.24112275E+003  0.23738091E-001
 -0.98125126E+002  0.14295279E-001 -0.24112024E+003  0.23768606E-001
 -0.98019348E+002  0.14322575E-001 -0.24111772E+003  0.23798491E-001
 -0.97913570E+002  0.14350045E-001 -0.24111521E+003  0.23827745E-001
 -0.97807793E+002  0.14377696E-001 -0.24111268E+003  0.23856394E-001
 -0.97702015E+002  0.14405527E-001 -0.24111016E+003  0.23884431E-001
 -0.97596237E+002  0.14433542E-001 -0.24110763E+003  0.23911874E-001
 -0.97490459E+002  0.14461743E-001 -0.24110510E+003  0.23938642E-001
 -0.97384681E+002  0.14490132E-001 -0.24110257E+003  0.23964751E-001
 -0.97278904E+002  0.14518712E-001 -0.24110003E+003  0.23990260E-001
 -0.97173126E+002  0.14547486E-001 -0.24109749E+003  0.24015104E-001
 -0.97067348E+002  0.14576455E-001 -0.24109495E+003  0.24039229E-001
 -0.96961570E+002  0.14605622E-001 -0.24109241E+003  0.24062744E-001
 -0.96855793E+002  0.14634990E-001 -0.24108986E+003  0.24085539E-001
 -0.96750015E+002  0.14664561E-001 -0.24108731E+003  0.24107668E-001
 -0.96644237E+002  0.14694337E-001 -0.24108476E+003  0.24129129E-001
 -0.96538459E+002  0.14724321E-001 -0.24108221E+003  0.24149868E-001
 -0.96432681E+002  0.14754514E-001 -0.24107965E+003  0.24169974E-001
 -0.96326904E+002  0.14784920E-001 -0.24107709E+003  0.24189307E-001
 -0.96221126E+002  0.14815541E-001 -0.24107453E+003  0.24207882E-001
 -0.96115348E+002  0.14846378E-001 -0.24107197E+003  0.24225783E-001
 -0.96009570E+002  0.14877435E-001 -0.24106941E+003  0.24243011E-001
 -0.95903793E+002  0.14908713E-001 -0.24106684E+003  0.24259448E-001
 -0.95798015E+002  0.14940215E-001 -0.24106427E+003  0.24275156E-001
 -0.95692237E+002  0.14971944E-001 -0.24106171E+003  0.24290214E-001
 -0.95586459E+002  0.15003900E-001 -0.24105914E+003  0.24304447E-001
 -0.95480681E+002  0.15036087E-001 -0.24105656E+003  0.24317946E-001
 -0.95374904E+002  0.15068505E-001 -0.24105399E+003  0.24330706E-001
 -0.95269126E+002  0.15101160E-001 -0.24105142E+003  0.24342720E-001
 -0.95163348E+002  0.15134051E-001 -0.24104884E+003  0.24354005E-001
 -0.95057570E+002  0.15167182E-001 -0.24104626E+003  0.24364477E-001
 -0.94951793E+002  0.15200554E-001 -0.24104369E+003  0.24374254E-001
 -0.94846015E+002  0.15234168E-001 -0.24104111E+003  0.24383179E-001
 -0.94740237E+002  0.15268029E-001 -0.24103853E+003  0.24391332E-001
 -0.94634459E+002  0.15302138E-001 -0.24103595E+003  0.24398855E-001
 -0.94528681E+002  0.15336495E-001 -0.24103337E+003  0.24405523E-001
 -0.94422904E+002  0.15371105E-001 -0.24103078E+003  0.24411439E-001
 -0.94317126E+002  0.15405967E-001 -0.24102820E+003  0.24416554E-001
 -0.94211348E+002  0.15441086E-001 -0.24102562E+003  0.24420907E-001
 -0.94105570E+002  0.15476463E-001 -0.24102304E+003  0.24424488E-001
 -0.93999793E+002  0.15512098E-001 -0.24102045E+003  0.24427243E-001
 -0.93894015E+002  0.15547996E-001 -0.24101787E+003  0.24429339E-001
 -0.93788237E+002  0.15584156E-001 -0.24101528E+003  0.24430595E-001
 -0.93682459E+002  0.15620582E-001 -0.24101270E+003  0.24431047E-001
 -0.93576681E+002  0.15657274E-001 -0.24101011E+003  0.24430826E-001
 -0.93470904E+002  0.15694236E-001 -0.24100753E+003  0.24429807E-001
 -0.93365126E+002  0.15731467E-001 -0.24100495E+003  0.24427897E-001
 -0.93259348E+002  0.15768971E-001 -0.24100236E+003  0.24425239E-001
 -0.93153570E+002  0.15806751E-001 -0.24099978E+003  0.24421948E-001
 -0.93047793E+002  0.15844804E-001 -0.24099720E+003  0.24417851E-001
 -0.92942015E+002  0.15883135E-001 -0.24099461E+003  0.24412887E-001
 -0.92836237E+002  0.15921747E-001 -0.24099203E+003  0.24407240E-001
 -0.92730459E+002  0.15960638E-001 -0.24098945E+003  0.24400833E-001
 -0.92624681E+002  0.15999811E-001 -0.24098687E+003  0.24393647E-001
 -0.92518904E+002  0.16039269E-001 -0.24098429E+003  0.24385738E-001
 -0.92413126E+002  0.16079012E-001 -0.24098171E+003  0.24377045E-001
 -0.92307348E+002  0.16119043E-001 -0.24097913E+003  0.24367629E-001
 -0.92201570E+002  0.16159361E-001 -0.24097655E+003  0.24357535E-001
 -0.92095793E+002  0.16199969E-001 -0.24097398E+003  0.24346616E-001
 -0.91990015E+002  0.16240868E-001 -0.24097140E+003  0.24334903E-001
 -0.91884237E+002  0.16282062E-001 -0.24096883E+003  0.24322596E-001
 -0.91778459E+002  0.16323548E-001 -0.24096626E+003  0.24309575E-001
 -0.91672681E+002  0.16365330E-001 -0.24096369E+003  0.24295773E-001
 -0.91566904E+002  0.16407409E-001 -0.24096112E+003  0.24281253E-001
 -0.91461126E+002  0.16449786E-001 -0.24095855E+003  0.24265996E-001
 -0.91355348E+002  0.16492463E-001 -0.24095598E+003  0.24250175E-001
 -0.91249570E+002  0.16535439E-001 -0.24095342E+003  0.24233621E-001
 -0.91143793E+002  0.16578718E-001 -0.24095086E+003  0.24216365E-001
 -0.91038015E+002  0.16622298E-001 -0.24094830E+003  0.24198438E-001
 -0.90932237E+002  0.16666184E-001 -0.24094574E+003  0.24179851E-001
 -0.90826459E+002  0.16710373E-001 -0.24094318E+003  0.24160581E-001
 -0.90720681E+002  0.16754869E-001 -0.24094063E+003  0.24140585E-001
 -0.90614904E+002  0.16799673E-001 -0.24093807E+003  0.24120074E-001
 -0.90509126E+002  0.16844784E-001 -0.24093552E+003  0.24098931E-001
 -0.90403348E+002  0.16890204E-001 -0.24093298E+003  0.24077074E-001
 -0.90297570E+002  0.16935936E-001 -0.24093043E+003  0.24054690E-001
 -0.90191793E+002  0.16981977E-001 -0.24092789E+003  0.24031681E-001
 -0.90086015E+002  0.17028330E-001 -0.24092535E+003  0.24008004E-001
 -0.89980237E+002  0.17074996E-001 -0.24092281E+003  0.23983874E-001
 -0.89874459E+002  0.17121975E-001 -0.24092027E+003  0.23959116E-001
 -0.89768681E+002  0.17169269E-001 -0.24091774E+003  0.23933776E-001
 -0.89662904E+002  0.17216878E-001 -0.24091521E+003  0.23907800E-001
 -0.89557126E+002  0.17264803E-001 -0.24091268E+003  0.23881450E-001
 -0.89451348E+002  0.17313044E-001 -0.24091016E+003  0.23854565E-001
 -0.89345570E+002  0.17361603E-001 -0.24090763E+003  0.23827043E-001
 -0.89239793E+002  0.17410478E-001 -0.24090511E+003  0.23799021E-001
 -0.89134015E+002  0.17459673E-001 -0.24090260E+003  0.23770511E-001
 -0.89028237E+002  0.17509186E-001 -0.24090009E+003  0.23741633E-001
 -0.88922459E+002  0.17559019E-001 -0.24089758E+003  0.23712110E-001
 -0.88816681E+002  0.17609171E-001 -0.24089507E+003  0.23682156E-001
 -0.88710904E+002  0.17659644E-001 -0.24089257E+003  0.23651849E-001
 -0.88605126E+002  0.17710437E-001 -0.24089007E+003  0.23621067E-001
 -0.88499348E+002  0.17761551E-001 -0.24088757E+003  0.23589901E-001
 -0.88393570E+002  0.17812987E-001 -0.24088507E+003  0.23558313E-001
 -0.88287793E+002  0.17864744E-001 -0.24088258E+003  0.23526283E-001
 -0.88182015E+002  0.17916825E-001 -0.24088010E+003  0.23493999E-001
 -0.88076237E+002  0.17969228E-001 -0.24087761E+003  0.23461467E-001
 -0.87970459E+002  0.18021955E-001 -0.24087513E+003  0.23428621E-001
 -0.87864681E+002  0.18075006E-001 -0.24087266E+003  0.23395458E-001
 -0.87758904E+002  0.18128381E-001 -0.24087018E+003  0.23361950E-001
 -0.87653126E+002  0.18182083E-001 -0.24086772E+003  0.23328385E-001
 -0.87547348E+002  0.18236109E-001 -0.24086525E+003  0.23294660E-001
 -0.87441570E+002  0.18290459E-001 -0.24086279E+003  0.23260431E-001
 -0.87335793E+002  0.18345138E-001 -0.24086033E+003  0.23226002E-001
 -0.87230015E+002  0.18400141E-001 -0.24085787E+003  0.23191405E-001
 -0.87124237E+002  0.18455471E-001 -0.24085542E+003  0.23156373E-001
 -0.87018459E+002  0.18511125E-001 -0.24085297E+003  0.23121121E-001
 -0.86912681E+002  0.18567104E-001 -0.24085053E+003  0.23085508E-001
 -0.86806904E+002  0.18623406E-001 -0.24084809E+003  0.23049450E-001
 -0.86701126E+002  0.18680031E-001 -0.24084565E+003  0.23013007E-001
 -0.86595348E+002  0.18736976E-001 -0.24084322E+003  0.22976326E-001
 -0.86489570E+002  0.18794239E-001 -0.24084079E+003  0.22939300E-001
 -0.86383793E+002  0.18851822E-001 -0.24083837E+003  0.22902123E-001
 -0.86278015E+002  0.18909723E-001 -0.24083595E+003  0.22864992E-001
 -0.86172237E+002  0.18967942E-001 -0.24083353E+003  0.22827738E-001
 -0.86066459E+002  0.19026480E-001 -0.24083112E+003  0.22790941E-001
 -0.85960681E+002  0.19085339E-001 -0.24082871E+003  0.22754580E-001
 -0.85854904E+002  0.19144523E-001 -0.24082630E+003  0.22718885E-001
 -0.85749126E+002  0.19204034E-001 -0.24082390E+003  0.22684076E-001
 -0.85643348E+002  0.19263880E-001 -0.24082151E+003  0.22649684E-001
 -0.85537570E+002  0.19324062E-001 -0.24081911E+003  0.22616093E-001
 -0.85431793E+002  0.19384586E-001 -0.24081672E+003  0.22583083E-001
 -0.85326015E+002  0.19445455E-001 -0.24081433E+003  0.22550343E-001
 -0.85220237E+002  0.19506667E-001 -0.24081195E+003  0.22517783E-001
 -0.85114459E+002  0.19568222E-001 -0.24080957E+003  0.22484694E-001
 -0.85008681E+002  0.19630113E-001 -0.24080719E+003  0.22451022E-001
 -0.84902904E+002  0.19692335E-001 -0.24080482E+003  0.22416533E-001
 -0.84797126E+002  0.19754876E-001 -0.24080245E+003  0.22380985E-001
 -0.84691348E+002  0.19817724E-001 -0.24080009E+003  0.22344595E-001
 -0.84585570E+002  0.19880870E-001 -0.24079772E+003  0.22307544E-001
 -0.84479793E+002  0.19944304E-001 -0.24079537E+003  0.22270122E-001
 -0.84374015E+002  0.20008022E-001 -0.24079301E+003  0.22232385E-001
 -0.84268237E+002  0.20072023E-001 -0.24079066E+003  0.22194974E-001
 -0.84162459E+002  0.20136312E-001 -0.24078832E+003  0.22158835E-001
 -0.84056681E+002  0.20200904E-001 -0.24078597E+003  0.22123842E-001
 -0.83950904E+002  0.20265814E-001 -0.24078364E+003  0.22090374E-001
 -0.83845126E+002  0.20331060E-001 -0.24078130E+003  0.22058833E-001
 -0.83739348E+002  0.20396665E-001 -0.24077897E+003  0.22029114E-001
 -0.83633570E+002  0.20462646E-001 -0.24077664E+003  0.22001451E-001
 -0.83527793E+002  0.20529014E-001 -0.24077431E+003  0.21975901E-001
 -0.83422015E+002  0.20595776E-001 -0.24077199E+003  0.21952111E-001
 -0.83316237E+002  0.20662931E-001 -0.24076967E+003  0.21929968E-001
 -0.83210459E+002  0.20730465E-001 -0.24076735E+003  0.21909369E-001
 -0.83104681E+002  0.20798361E-001 -0.24076504E+003  0.21889933E-001
 -0.82998904E+002  0.20866593E-001 -0.24076272E+003  0.21871183E-001
 -0.82893126E+002  0.20935139E-001 -0.24076041E+003  0.21852416E-001
 -0.82787348E+002  0.21003970E-001 -0.24075810E+003  0.21833125E-001
 -0.82681570E+002  0.21073068E-001 -0.24075579E+003  0.21812641E-001
 -0.82575793E+002  0.21142418E-001 -0.24075348E+003  0.21790603E-001
 -0.82470015E+002  0.21212016E-001 -0.24075118E+003  0.21766524E-001
 -0.82364237E+002  0.21281865E-001 -0.24074888E+003  0.21740376E-001
 -0.82258459E+002  0.21351977E-001 -0.24074658E+003  0.21712311E-001
 -0.82152681E+002  0.21422368E-001 -0.24074428E+003  0.21683108E-001
 -0.82046904E+002  0.21493062E-001 -0.24074199E+003  0.21653822E-001
 -0.81941126E+002  0.21564077E-001 -0.24073970E+003  0.21625140E-001
 -0.81835348E+002  0.21635435E-001 -0.24073742E+003  0.21598359E-001
 -0.81729570E+002  0.21707153E-001 -0.24073513E+003  0.21574819E-001
 -0.81623793E+002  0.21779240E-001 -0.24073285E+003  0.21555412E-001
 -0.81518015E+002  0.21851706E-001 -0.24073057E+003  0.21540504E-001
 -0.81412237E+002  0.21924552E-001 -0.24072830E+003  0.21530543E-001
 -0.81306459E+002  0.21997779E-001 -0.24072602E+003  0.21525767E-001
 -0.81200681E+002  0.22071386E-001 -0.24072374E+003  0.21525361E-001
 -0.81094904E+002  0.22145372E-001 -0.24072147E+003  0.21528520E-001
 -0.80989126E+002  0.22219736E-001 -0.24071919E+003  0.21535047E-001
 -0.80883348E+002  0.22294484E-001 -0.24071691E+003  0.21543624E-001
 -0.80777570E+002  0.22369616E-001 -0.24071463E+003  0.21553164E-001
 -0.80671793E+002  0.22445141E-001 -0.24071235E+003  0.21563337E-001
 -0.80566015E+002  0.22521062E-001 -0.24071007E+003  0.21573393E-001
 -0.80460237E+002  0.22597383E-001 -0.24070779E+003  0.21582965E-001
 -0.80354459E+002  0.22674107E-001 -0.24070550E+003  0.21591933E-001
 -0.80248681E+002  0.22751230E-001 -0.24070322E+003  0.21600273E-001
 -0.80142904E+002  0.22828747E-001 -0.24070093E+003  0.21608124E-001
 -0.80037126E+002  0.22906648E-001 -0.24069865E+003  0.21615701E-001
