 -0.10373446E+003  0.10069672E+000 -0.26781655E+002  0.25085711E+002
 -0.10361313E+003  0.10080727E+000 -0.26779769E+002  0.25083835E+002
 -0.10349179E+003  0.10091631E+000 -0.26777878E+002  0.25081953E+002
 -0.10337046E+003  0.10102373E+000 -0.26775910E+002  0.25079996E+002
 -0.10324913E+003  0.10112967E+000 -0.26774011E+002  0.25078106E+002
 -0.10312779E+003  0.10123410E+000 -0.26772108E+002  0.25076213E+002
 -0.10300646E+003  0.10133703E+000 -0.26770202E+002  0.25074316E+002
 -0.10288513E+003  0.10143845E+000 -0.26768291E+002  0.25072415E+002
 -0.10276379E+003  0.10153836E+000 -0.26766377E+002  0.25070511E+002
 -0.10264246E+003  0.10163676E+000 -0.26764458E+002  0.25068603E+002
 -0.10252113E+003  0.10173364E+000 -0.26762537E+002  0.25066691E+002
 -0.10239979E+003  0.10182900E+000 -0.26760612E+002  0.25064776E+002
 -0.10227846E+003  0.10192283E+000 -0.26758684E+002  0.25062858E+002
 -0.10215713E+003  0.10203944E+000 -0.26756735E+002  0.25060919E+002
 -0.10203579E+003  0.10212936E+000 -0.26754823E+002  0.25059017E+002
 -0.10191446E+003  0.10221779E+000 -0.26752907E+002  0.25057112E+002
 -0.10179313E+003  0.10228287E+000 -0.26750939E+002  0.25055154E+002
 -0.10167179E+003  0.10236904E+000 -0.26748996E+002  0.25053220E+002
 -0.10155046E+003  0.10245367E+000 -0.26747050E+002  0.25051284E+002
 -0.10142913E+003  0.10253675E+000 -0.26745101E+002  0.25049346E+002
 -0.10130779E+003  0.10261828E+000 -0.26743150E+002  0.25047405E+002
 -0.10118646E+003  0.10269826E+000 -0.26741196E+002  0.25045462E+002
 -0.10106513E+003  0.10277669E+000 -0.26739240E+002  0.25043516E+002
 -0.10094379E+003  0.10285356E+000 -0.26737282E+002  0.25041568E+002
 -0.10082246E+003  0.10292887E+000 -0.26735322E+002  0.25039618E+002
 -0.10070113E+003  0.10300261E+000 -0.26733359E+002  0.25037666E+002
 -0.10057979E+003  0.10307480E+000 -0.26731395E+002  0.25035713E+002
 -0.10045846E+003  0.10314541E+000 -0.26729429E+002  0.25033757E+002
 -0.10033713E+003  0.10321441E+000 -0.26727401E+002  0.25031740E+002
 -0.10021579E+003  0.10328176E+000 -0.26725432E+002  0.25029781E+002
 -0.10009446E+003  0.10334753E+000 -0.26723462E+002  0.25027821E+002
 -0.99973126E+002  0.10341173E+000 -0.26721490E+002  0.25025860E+002
 -0.99851793E+002  0.10347435E+000 -0.26719517E+002  0.25023897E+002
 -0.99730459E+002  0.10353539E+000 -0.26717542E+002  0.25021934E+002
 -0.99609126E+002  0.10359485E+000 -0.26715567E+002  0.25019969E+002
 -0.99487793E+002  0.10365272E+000 -0.26713591E+002  0.25018004E+002
 -0.99366459E+002  0.10370902E+000 -0.26711614E+002  0.25016038E+002
 -0.99245126E+002  0.10376372E+000 -0.26709637E+002  0.25014071E+002
 -0.99123793E+002  0.10382510E+000 -0.26707618E+002  0.25012063E+002
 -0.99002459E+002  0.10387608E+000 -0.26705659E+002  0.25010115E+002
 -0.98881126E+002  0.10392554E+000 -0.26703700E+002  0.25008166E+002
 -0.98759793E+002  0.10397346E+000 -0.26701741E+002  0.25006217E+002
 -0.98638459E+002  0.10401985E+000 -0.26699782E+002  0.25004269E+002
 -0.98517126E+002  0.10405863E+000 -0.26697767E+002  0.25002265E+002
 -0.98395793E+002  0.10410223E+000 -0.26695789E+002  0.25000297E+002
 -0.98274459E+002  0.10414425E+000 -0.26693811E+002  0.24998330E+002
 -0.98153126E+002  0.10418467E+000 -0.26691834E+002  0.24996364E+002
 -0.98031793E+002  0.10422351E+000 -0.26689857E+002  0.24994398E+002
 -0.97910459E+002  0.10426077E+000 -0.26687881E+002  0.24992433E+002
 -0.97789126E+002  0.10429645E+000 -0.26685906E+002  0.24990468E+002
 -0.97667793E+002  0.10433055E+000 -0.26683932E+002  0.24988505E+002
 -0.97546459E+002  0.10436306E+000 -0.26681959E+002  0.24986543E+002
 -0.97425126E+002  0.10439401E+000 -0.26679988E+002  0.24984582E+002
 -0.97303793E+002  0.10442339E+000 -0.26678018E+002  0.24982623E+002
 -0.97182459E+002  0.10445112E+000 -0.26675996E+002  0.24980612E+002
 -0.97061126E+002  0.10447724E+000 -0.26674028E+002  0.24978655E+002
 -0.96939793E+002  0.10450179E+000 -0.26672063E+002  0.24976701E+002
 -0.96818459E+002  0.10452478E+000 -0.26670100E+002  0.24974748E+002
 -0.96697126E+002  0.10454622E+000 -0.26668139E+002  0.24972798E+002
 -0.96575793E+002  0.10456612E+000 -0.26666180E+002  0.24970849E+002
 -0.96454459E+002  0.10458445E+000 -0.26664223E+002  0.24968903E+002
 -0.96333126E+002  0.10460126E+000 -0.26662269E+002  0.24966960E+002
 -0.96211793E+002  0.10461654E+000 -0.26660318E+002  0.24965019E+002
 -0.96090459E+002  0.10463028E+000 -0.26658369E+002  0.24963081E+002
 -0.95969126E+002  0.10464249E+000 -0.26656423E+002  0.24961146E+002
 -0.95847793E+002  0.10465386E+000 -0.26654451E+002  0.24959185E+002
 -0.95726459E+002  0.10466292E+000 -0.26652529E+002  0.24957273E+002
 -0.95605126E+002  0.10467052E+000 -0.26650610E+002  0.24955365E+002
 -0.95483793E+002  0.10467669E+000 -0.26648695E+002  0.24953461E+002
 -0.95362459E+002  0.10468142E+000 -0.26646784E+002  0.24951560E+002
 -0.95241126E+002  0.10468420E+000 -0.26644819E+002  0.24949605E+002
 -0.95119793E+002  0.10468594E+000 -0.26642897E+002  0.24947695E+002
 -0.94998459E+002  0.10468624E+000 -0.26640980E+002  0.24945788E+002
 -0.94877126E+002  0.10468508E+000 -0.26639067E+002  0.24943885E+002
 -0.94755793E+002  0.10468246E+000 -0.26637159E+002  0.24941987E+002
 -0.94634459E+002  0.10467841E+000 -0.26635255E+002  0.24940093E+002
 -0.94513126E+002  0.10467294E+000 -0.26633355E+002  0.24938204E+002
 -0.94391793E+002  0.10466606E+000 -0.26631460E+002  0.24936320E+002
 -0.94270459E+002  0.10465777E+000 -0.26629570E+002  0.24934440E+002
 -0.94149126E+002  0.10464808E+000 -0.26627685E+002  0.24932566E+002
 -0.94027793E+002  0.10463702E+000 -0.26625805E+002  0.24930696E+002
 -0.93906459E+002  0.10462451E+000 -0.26623878E+002  0.24928779E+002
 -0.93785126E+002  0.10461059E+000 -0.26622008E+002  0.24926920E+002
 -0.93663793E+002  0.10459532E+000 -0.26620144E+002  0.24925066E+002
 -0.93542459E+002  0.10457873E+000 -0.26618286E+002  0.24923218E+002
 -0.93421126E+002  0.10456081E+000 -0.26616433E+002  0.24921375E+002
 -0.93299793E+002  0.10454158E+000 -0.26614587E+002  0.24919539E+002
 -0.93178459E+002  0.10452105E+000 -0.26612746E+002  0.24917708E+002
 -0.93057126E+002  0.10449925E+000 -0.26610912E+002  0.24915884E+002
 -0.92935793E+002  0.10447618E+000 -0.26609084E+002  0.24914066E+002
 -0.92814459E+002  0.10445185E+000 -0.26607262E+002  0.24912254E+002
 -0.92693126E+002  0.10442629E+000 -0.26605447E+002  0.24910449E+002
 -0.92571793E+002  0.10440253E+000 -0.26603595E+002  0.24908607E+002
 -0.92450459E+002  0.10437470E+000 -0.26601810E+002  0.24906831E+002
 -0.92329126E+002  0.10434573E+000 -0.26600032E+002  0.24905063E+002
 -0.92207793E+002  0.10431563E+000 -0.26598261E+002  0.24903302E+002
 -0.92086459E+002  0.10428440E+000 -0.26596498E+002  0.24901548E+002
 -0.91965126E+002  0.10425208E+000 -0.26594742E+002  0.24899802E+002
 -0.91843793E+002  0.10421396E+000 -0.26592938E+002  0.24898007E+002
 -0.91722459E+002  0.10417905E+000 -0.26591180E+002  0.24896259E+002
 -0.91601126E+002  0.10414305E+000 -0.26589429E+002  0.24894518E+002
 -0.91479793E+002  0.10410597E+000 -0.26587687E+002  0.24892785E+002
 -0.91358459E+002  0.10406782E+000 -0.26585952E+002  0.24891060E+002
 -0.91237126E+002  0.10402864E+000 -0.26584226E+002  0.24889343E+002
 -0.91115793E+002  0.10398843E+000 -0.26582507E+002  0.24887633E+002
 -0.90994459E+002  0.10394722E+000 -0.26580797E+002  0.24885932E+002
 -0.90873126E+002  0.10390502E+000 -0.26579095E+002  0.24884239E+002
 -0.90751793E+002  0.10386185E+000 -0.26577401E+002  0.24882555E+002
 -0.90630459E+002  0.10381773E+000 -0.26575716E+002  0.24880878E+002
 -0.90509126E+002  0.10377269E+000 -0.26574039E+002  0.24879211E+002
 -0.90387793E+002  0.10372672E+000 -0.26572371E+002  0.24877551E+002
 -0.90266459E+002  0.10367981E+000 -0.26570653E+002  0.24875843E+002
 -0.90145126E+002  0.10363196E+000 -0.26569002E+002  0.24874201E+002
 -0.90023793E+002  0.10358328E+000 -0.26567359E+002  0.24872567E+002
 -0.89902459E+002  0.10353376E+000 -0.26565726E+002  0.24870942E+002
 -0.89781126E+002  0.10348343E+000 -0.26564101E+002  0.24869326E+002
 -0.89659793E+002  0.10343231E+000 -0.26562486E+002  0.24867720E+002
 -0.89538459E+002  0.10338042E+000 -0.26560880E+002  0.24866122E+002
 -0.89417126E+002  0.10332778E+000 -0.26559283E+002  0.24864534E+002
 -0.89295793E+002  0.10327440E+000 -0.26557695E+002  0.24862955E+002
 -0.89174459E+002  0.10322032E+000 -0.26556117E+002  0.24861385E+002
 -0.89053126E+002  0.10316553E+000 -0.26554549E+002  0.24859825E+002
 -0.88931793E+002  0.10311007E+000 -0.26552989E+002  0.24858274E+002
 -0.88810459E+002  0.10305398E+000 -0.26551440E+002  0.24856732E+002
 -0.88689126E+002  0.10301285E+000 -0.26549861E+002  0.24855162E+002
 -0.88567793E+002  0.10295592E+000 -0.26548346E+002  0.24853655E+002
 -0.88446459E+002  0.10289847E+000 -0.26546842E+002  0.24852158E+002
 -0.88325126E+002  0.10284047E+000 -0.26545347E+002  0.24850672E+002
 -0.88203793E+002  0.10278196E+000 -0.26543862E+002  0.24849195E+002
 -0.88082459E+002  0.10272298E+000 -0.26542387E+002  0.24847728E+002
 -0.87961126E+002  0.10264488E+000 -0.26540865E+002  0.24846214E+002
 -0.87839793E+002  0.10258441E+000 -0.26539393E+002  0.24844750E+002
 -0.87718459E+002  0.10252352E+000 -0.26537931E+002  0.24843295E+002
 -0.87597126E+002  0.10246220E+000 -0.26536479E+002  0.24841850E+002
 -0.87475793E+002  0.10240049E+000 -0.26535036E+002  0.24840415E+002
 -0.87354459E+002  0.10233840E+000 -0.26533602E+002  0.24838989E+002
 -0.87233126E+002  0.10227595E+000 -0.26532179E+002  0.24837573E+002
 -0.87111793E+002  0.10221312E+000 -0.26530766E+002  0.24836167E+002
 -0.86990459E+002  0.10214995E+000 -0.26529363E+002  0.24834772E+002
 -0.86869126E+002  0.10208645E+000 -0.26527971E+002  0.24833386E+002
 -0.86747793E+002  0.10202266E+000 -0.26526589E+002  0.24832012E+002
 -0.86626459E+002  0.10195860E+000 -0.26525218E+002  0.24830648E+002
 -0.86505126E+002  0.10189430E+000 -0.26523858E+002  0.24829295E+002
 -0.86383793E+002  0.10182984E+000 -0.26522509E+002  0.24827953E+002
 -0.86262459E+002  0.10176522E+000 -0.26521171E+002  0.24826622E+002
 -0.86141126E+002  0.10170048E+000 -0.26519845E+002  0.24825303E+002
 -0.86019793E+002  0.10163560E+000 -0.26518529E+002  0.24823994E+002
 -0.85898459E+002  0.10157059E+000 -0.26517224E+002  0.24822695E+002
 -0.85777126E+002  0.10150525E+000 -0.26515858E+002  0.24821337E+002
 -0.85655793E+002  0.10143960E+000 -0.26514574E+002  0.24820059E+002
 -0.85534459E+002  0.10137355E+000 -0.26513299E+002  0.24818791E+002
 -0.85413126E+002  0.10130698E+000 -0.26512035E+002  0.24817533E+002
 -0.85291793E+002  0.10123986E+000 -0.26510779E+002  0.24816284E+002
 -0.85170459E+002  0.10117220E+000 -0.26509531E+002  0.24815042E+002
 -0.85049126E+002  0.10110413E+000 -0.26508290E+002  0.24813807E+002
 -0.84927793E+002  0.10103589E+000 -0.26507052E+002  0.24812576E+002
 -0.84806459E+002  0.10096781E+000 -0.26505818E+002  0.24811348E+002
 -0.84685126E+002  0.10090034E+000 -0.26504585E+002  0.24810121E+002
 -0.84563793E+002  0.10083399E+000 -0.26503351E+002  0.24808893E+002
 -0.84442459E+002  0.10076923E+000 -0.26502117E+002  0.24807665E+002
 -0.84321126E+002  0.10070649E+000 -0.26500882E+002  0.24806437E+002
 -0.84199793E+002  0.10064602E+000 -0.26499649E+002  0.24805211E+002
 -0.84078459E+002  0.10058789E+000 -0.26498421E+002  0.24803989E+002
 -0.83957126E+002  0.10053192E+000 -0.26497202E+002  0.24802776E+002
 -0.83835793E+002  0.10047764E+000 -0.26495997E+002  0.24801576E+002
 -0.83714459E+002  0.10042444E+000 -0.26494810E+002  0.24800396E+002
 -0.83593126E+002  0.10041033E+000 -0.26493633E+002  0.24799225E+002
 -0.83471793E+002  0.10035719E+000 -0.26492513E+002  0.24798110E+002
 -0.83350459E+002  0.10030260E+000 -0.26491424E+002  0.24797027E+002
 -0.83229126E+002  0.10020565E+000 -0.26490338E+002  0.24795946E+002
 -0.83107793E+002  0.10014580E+000 -0.26489296E+002  0.24794909E+002
 -0.82986459E+002  0.10008312E+000 -0.26488281E+002  0.24793899E+002
 -0.82865126E+002  0.10001774E+000 -0.26487288E+002  0.24792912E+002
 -0.82743793E+002  0.99950026E-001 -0.26486312E+002  0.24791940E+002
 -0.82622459E+002  0.99880655E-001 -0.26485344E+002  0.24790977E+002
 -0.82501126E+002  0.99810390E-001 -0.26484378E+002  0.24790016E+002
 -0.82379793E+002  0.99740092E-001 -0.26483406E+002  0.24789049E+002
 -0.82258459E+002  0.99670593E-001 -0.26482423E+002  0.24788071E+002
 -0.82137126E+002  0.99602604E-001 -0.26481424E+002  0.24787077E+002
 -0.82015793E+002  0.99536716E-001 -0.26480406E+002  0.24786064E+002
 -0.81894459E+002  0.99473312E-001 -0.26479368E+002  0.24785031E+002
 -0.81773126E+002  0.99412613E-001 -0.26478311E+002  0.24783979E+002
 -0.81651793E+002  0.99354682E-001 -0.26477236E+002  0.24782909E+002
 -0.81530459E+002  0.99299471E-001 -0.26476147E+002  0.24781826E+002
 -0.81409126E+002  0.99246835E-001 -0.26475050E+002  0.24780734E+002
 -0.81287793E+002  0.99196614E-001 -0.26473948E+002  0.24779638E+002
 -0.81166459E+002  0.99148618E-001 -0.26472848E+002  0.24778543E+002
 -0.81045126E+002  0.99102658E-001 -0.26471755E+002  0.24777455E+002
 -0.80923793E+002  0.99058569E-001 -0.26470674E+002  0.24776379E+002
 -0.80802459E+002  0.99016190E-001 -0.26469608E+002  0.24775318E+002
 -0.80681126E+002  0.98975330E-001 -0.26468560E+002  0.24774276E+002
 -0.80559793E+002  0.98935804E-001 -0.26467534E+002  0.24773255E+002
 -0.80438459E+002  0.98897441E-001 -0.26466530E+002  0.24772256E+002
 -0.80317126E+002  0.98860033E-001 -0.26465548E+002  0.24771279E+002
 -0.80195793E+002  0.98823403E-001 -0.26464586E+002  0.24770321E+002
 -0.80074459E+002  0.98781675E-001 -0.26463598E+002  0.24769338E+002
 -0.79953126E+002  0.98746083E-001 -0.26462668E+002  0.24768412E+002
 -0.79831793E+002  0.98710929E-001 -0.26461748E+002  0.24767497E+002
 -0.79710459E+002  0.98681972E-001 -0.26460794E+002  0.24766548E+002
 -0.79589126E+002  0.98647873E-001 -0.26459885E+002  0.24765643E+002
 -0.79467793E+002  0.98614516E-001 -0.26458973E+002  0.24764735E+002
 -0.79346459E+002  0.98582130E-001 -0.26458054E+002  0.24763821E+002
 -0.79225126E+002  0.98550959E-001 -0.26457127E+002  0.24762898E+002
 -0.79103793E+002  0.98521292E-001 -0.26456187E+002  0.24761963E+002
 -0.78982459E+002  0.98493341E-001 -0.26455234E+002  0.24761015E+002
 -0.78861126E+002  0.98467320E-001 -0.26454266E+002  0.24760052E+002
 -0.78739793E+002  0.98443342E-001 -0.26453283E+002  0.24759074E+002
 -0.78618459E+002  0.98421499E-001 -0.26452285E+002  0.24758080E+002
 -0.78497126E+002  0.98401823E-001 -0.26451270E+002  0.24757070E+002
 -0.78375793E+002  0.98384276E-001 -0.26450238E+002  0.24756043E+002
 -0.78254459E+002  0.98368795E-001 -0.26449189E+002  0.24754999E+002
 -0.78133126E+002  0.98355279E-001 -0.26448121E+002  0.24753936E+002
 -0.78011793E+002  0.98343654E-001 -0.26447033E+002  0.24752853E+002
 -0.77890459E+002  0.98333810E-001 -0.26445924E+002  0.24751750E+002
 -0.77769126E+002  0.98325627E-001 -0.26444795E+002  0.24750626E+002
 -0.77647793E+002  0.98319013E-001 -0.26443646E+002  0.24749483E+002
 -0.77526459E+002  0.98313849E-001 -0.26442479E+002  0.24748322E+002
 -0.77405126E+002  0.98310021E-001 -0.26441298E+002  0.24747146E+002
 -0.77283793E+002  0.98307400E-001 -0.26440106E+002  0.24745960E+002
 -0.77162459E+002  0.98305839E-001 -0.26438910E+002  0.24744769E+002
 -0.77041126E+002  0.98305191E-001 -0.26437715E+002  0.24743581E+002
 -0.76919793E+002  0.98305334E-001 -0.26436529E+002  0.24742400E+002
 -0.76798459E+002  0.98306141E-001 -0.26435359E+002  0.24741236E+002
 -0.76677126E+002  0.98307565E-001 -0.26434210E+002  0.24740093E+002
 -0.76555793E+002  0.98309600E-001 -0.26433089E+002  0.24738976E+002
 -0.76434459E+002  0.98312334E-001 -0.26431998E+002  0.24737891E+002
 -0.76313126E+002  0.98315962E-001 -0.26430941E+002  0.24736839E+002
 -0.76191793E+002  0.98320785E-001 -0.26429916E+002  0.24735819E+002
 -0.76070459E+002  0.98327265E-001 -0.26428923E+002  0.24734831E+002
 -0.75949126E+002  0.98335967E-001 -0.26427956E+002  0.24733868E+002
 -0.75827793E+002  0.98347633E-001 -0.26427007E+002  0.24732924E+002
 -0.75706459E+002  0.98363115E-001 -0.26426066E+002  0.24731988E+002
 -0.75585126E+002  0.98383386E-001 -0.26425120E+002  0.24731046E+002
 -0.75463793E+002  0.98409521E-001 -0.26424152E+002  0.24730082E+002
 -0.75342459E+002  0.98442662E-001 -0.26423140E+002  0.24729076E+002
 -0.75221126E+002  0.98483929E-001 -0.26422062E+002  0.24728003E+002
 -0.75099793E+002  0.98534437E-001 -0.26420889E+002  0.24726836E+002
 -0.74978459E+002  0.98595178E-001 -0.26419594E+002  0.24725547E+002
 -0.74857126E+002  0.98666987E-001 -0.26418141E+002  0.24724101E+002
 -0.74735793E+002  0.98750465E-001 -0.26416499E+002  0.24722467E+002
 -0.74614459E+002  0.98845925E-001 -0.26414632E+002  0.24720609E+002
 -0.74493126E+002  0.98953373E-001 -0.26412507E+002  0.24718494E+002
 -0.74371793E+002  0.99072309E-001 -0.26410004E+002  0.24716004E+002
 -0.74250459E+002  0.99202091E-001 -0.26407272E+002  0.24713286E+002
 -0.74129126E+002  0.99341700E-001 -0.26404202E+002  0.24710230E+002
 -0.74007793E+002  0.99489730E-001 -0.26400776E+002  0.24706822E+002
 -0.73886460E+002  0.99644504E-001 -0.26396989E+002  0.24703053E+002
 -0.73765126E+002  0.99804061E-001 -0.26392840E+002  0.24698925E+002
 -0.73643793E+002  0.10000895E+000 -0.26388337E+002  0.24694445E+002
 -0.73522460E+002  0.10012894E+000 -0.26383503E+002  0.24689635E+002
 -0.73401126E+002  0.10028968E+000 -0.26378361E+002  0.24684518E+002
 -0.73279793E+002  0.10044618E+000 -0.26372945E+002  0.24679130E+002
 -0.73158460E+002  0.10059623E+000 -0.26367295E+002  0.24673508E+002
 -0.73037126E+002  0.10073771E+000 -0.26361454E+002  0.24667697E+002
 -0.72915793E+002  0.10086838E+000 -0.26355395E+002  0.24661669E+002
 -0.72794460E+002  0.10098708E+000 -0.26349314E+002  0.24655619E+002
 -0.72673126E+002  0.10109259E+000 -0.26343181E+002  0.24649517E+002
 -0.72551793E+002  0.10121596E+000 -0.26337034E+002  0.24643402E+002
 -0.72430460E+002  0.10126132E+000 -0.26330920E+002  0.24637318E+002
 -0.72309126E+002  0.10132432E+000 -0.26324857E+002  0.24631286E+002
 -0.72187793E+002  0.10137372E+000 -0.26318869E+002  0.24625329E+002
 -0.72066460E+002  0.10141054E+000 -0.26312968E+002  0.24619459E+002
 -0.71945126E+002  0.10143604E+000 -0.26307088E+002  0.24613609E+002
 -0.71823793E+002  0.10145217E+000 -0.26301358E+002  0.24607908E+002
 -0.71702460E+002  0.10146111E+000 -0.26295692E+002  0.24602271E+002
 -0.71581126E+002  0.10146518E+000 -0.26290065E+002  0.24596673E+002
 -0.71459793E+002  0.10149612E+000 -0.26284452E+002  0.24591090E+002
 -0.71338460E+002  0.10146856E+000 -0.26278794E+002  0.24585461E+002
 -0.71217126E+002  0.10147283E+000 -0.26273072E+002  0.24579768E+002
 -0.71095793E+002  0.10148199E+000 -0.26267235E+002  0.24573961E+002
 -0.70974460E+002  0.10149816E+000 -0.26261174E+002  0.24567932E+002
 -0.70853126E+002  0.10152301E+000 -0.26254986E+002  0.24561775E+002
 -0.70731793E+002  0.10155839E+000 -0.26248566E+002  0.24555388E+002
 -0.70610460E+002  0.10160548E+000 -0.26241883E+002  0.24548739E+002
 -0.70489126E+002  0.10169245E+000 -0.26234892E+002  0.24541785E+002
 -0.70367793E+002  0.10173758E+000 -0.26227639E+002  0.24534569E+002
 -0.70246460E+002  0.10182294E+000 -0.26220051E+002  0.24527021E+002
 -0.70125126E+002  0.10192074E+000 -0.26212148E+002  0.24519158E+002
 -0.70003793E+002  0.10202999E+000 -0.26203868E+002  0.24510922E+002
 -0.69882460E+002  0.10214990E+000 -0.26195351E+002  0.24502449E+002
 -0.69761126E+002  0.10227946E+000 -0.26186542E+002  0.24493686E+002
 -0.69639793E+002  0.10243826E+000 -0.26177489E+002  0.24484681E+002
 -0.69518460E+002  0.10256302E+000 -0.26168110E+002  0.24475351E+002
 -0.69397126E+002  0.10271523E+000 -0.26158515E+002  0.24465807E+002
 -0.69275793E+002  0.10287330E+000 -0.26148627E+002  0.24455971E+002
 -0.69154460E+002  0.10303743E+000 -0.26138574E+002  0.24445971E+002
 -0.69033126E+002  0.10322168E+000 -0.26128294E+002  0.24435745E+002
 -0.68911793E+002  0.10338625E+000 -0.26117800E+002  0.24425308E+002
 -0.68790460E+002  0.10357328E+000 -0.26107073E+002  0.24414638E+002
 -0.68669126E+002  0.10377070E+000 -0.26096053E+002  0.24403678E+002
 -0.68547793E+002  0.10398088E+000 -0.26084841E+002  0.24392526E+002
 -0.68426460E+002  0.10421118E+000 -0.26073379E+002  0.24381127E+002
 -0.68305126E+002  0.10445053E+000 -0.26061596E+002  0.24369408E+002
 -0.68183793E+002  0.10471581E+000 -0.26049524E+002  0.24357402E+002
 -0.68062460E+002  0.10500489E+000 -0.26037077E+002  0.24345023E+002
 -0.67941126E+002  0.10531609E+000 -0.26024322E+002  0.24332339E+002
 -0.67819793E+002  0.10566887E+000 -0.26011225E+002  0.24319315E+002
 -0.67698460E+002  0.10605032E+000 -0.25997730E+002  0.24305895E+002
 -0.67577126E+002  0.10646855E+000 -0.25983791E+002  0.24292035E+002
 -0.67455793E+002  0.10690755E+000 -0.25969492E+002  0.24277818E+002
 -0.67334460E+002  0.10743069E+000 -0.25954748E+002  0.24263160E+002
 -0.67213126E+002  0.10798165E+000 -0.25939545E+002  0.24248045E+002
 -0.67091793E+002  0.10858351E+000 -0.25923948E+002  0.24232539E+002
 -0.66970460E+002  0.10924069E+000 -0.25907918E+002  0.24216605E+002
 -0.66849126E+002  0.10995693E+000 -0.25891464E+002  0.24200250E+002
 -0.66727793E+002  0.11073489E+000 -0.25874577E+002  0.24183467E+002
 -0.66606460E+002  0.11157897E+000 -0.25857331E+002  0.24166328E+002
 -0.66485126E+002  0.11249240E+000 -0.25839710E+002  0.24148819E+002
 -0.66363793E+002  0.11347680E+000 -0.25821787E+002  0.24131011E+002
 -0.66242460E+002  0.11453546E+000 -0.25803586E+002  0.24112929E+002
 -0.66121126E+002  0.11566961E+000 -0.25785154E+002  0.24094620E+002
 -0.65999793E+002  0.11687925E+000 -0.25766559E+002  0.24076152E+002
 -0.65878460E+002  0.11819095E+000 -0.25747887E+002  0.24057610E+002
 -0.65757126E+002  0.11955110E+000 -0.25729090E+002  0.24038948E+002
 -0.65635793E+002  0.12098221E+000 -0.25710433E+002  0.24020427E+002
 -0.65514460E+002  0.12248154E+000 -0.25691887E+002  0.24002020E+002
 -0.65393126E+002  0.12404361E+000 -0.25673449E+002  0.23983723E+002
 -0.65271793E+002  0.12566126E+000 -0.25655362E+002  0.23965779E+002
 -0.65150460E+002  0.12732735E+000 -0.25637621E+002  0.23948182E+002
 -0.65029126E+002  0.12903196E+000 -0.25620241E+002  0.23930946E+002
 -0.64907793E+002  0.13076538E+000 -0.25603427E+002  0.23914276E+002
 -0.64786460E+002  0.13251235E+000 -0.25587171E+002  0.23898163E+002
 -0.64665126E+002  0.13426245E+000 -0.25571514E+002  0.23882646E+002
 -0.64543793E+002  0.13599989E+000 -0.25556601E+002  0.23867871E+002
 -0.64422460E+002  0.13770924E+000 -0.25542447E+002  0.23853851E+002
 -0.64301126E+002  0.13937319E+000 -0.25529081E+002  0.23840615E+002
 -0.64179793E+002  0.14097403E+000 -0.25516607E+002  0.23828265E+002
 -0.64058460E+002  0.14249372E+000 -0.25505046E+002  0.23816820E+002
 -0.63937126E+002  0.14393907E+000 -0.25494447E+002  0.23806331E+002
 -0.63815793E+002  0.14523842E+000 -0.25484859E+002  0.23796844E+002
 -0.63694460E+002  0.14639819E+000 -0.25476309E+002  0.23788386E+002
 -0.63573126E+002  0.14739842E+000 -0.25468841E+002  0.23780999E+002
