 -0.10687295E+003 -0.17010855E-002 -0.24409400E-003
 -0.10673544E+003 -0.17098256E-002 -0.25730068E-003
 -0.10659793E+003 -0.17185465E-002 -0.27058877E-003
 -0.10646041E+003 -0.17272478E-002 -0.28395825E-003
 -0.10632290E+003 -0.17359290E-002 -0.29740892E-003
 -0.10618539E+003 -0.17445899E-002 -0.31094059E-003
 -0.10604788E+003 -0.17532302E-002 -0.32455313E-003
 -0.10591037E+003 -0.17618492E-002 -0.33824645E-003
 -0.10577286E+003 -0.17704469E-002 -0.35202036E-003
 -0.10563535E+003 -0.17790227E-002 -0.36587466E-003
 -0.10549784E+003 -0.17875764E-002 -0.37980924E-003
 -0.10536033E+003 -0.17961076E-002 -0.39382389E-003
 -0.10522281E+003 -0.18046159E-002 -0.40791848E-003
 -0.10508530E+003 -0.18131010E-002 -0.42209279E-003
 -0.10494779E+003 -0.18215625E-002 -0.43634670E-003
 -0.10481028E+003 -0.18300001E-002 -0.45067995E-003
 -0.10467277E+003 -0.18384134E-002 -0.46509243E-003
 -0.10453526E+003 -0.18468021E-002 -0.47958398E-003
 -0.10439775E+003 -0.18551658E-002 -0.49415437E-003
 -0.10426024E+003 -0.18635042E-002 -0.50880344E-003
 -0.10412273E+003 -0.18718169E-002 -0.52353101E-003
 -0.10398521E+003 -0.18801037E-002 -0.53833676E-003
 -0.10384770E+003 -0.18883641E-002 -0.55322063E-003
 -0.10371019E+003 -0.18965978E-002 -0.56818240E-003
 -0.10357268E+003 -0.19048046E-002 -0.58322180E-003
 -0.10343517E+003 -0.19129839E-002 -0.59833873E-003
 -0.10329766E+003 -0.19211355E-002 -0.61353289E-003
 -0.10316015E+003 -0.19292592E-002 -0.62880411E-003
 -0.10302264E+003 -0.19373544E-002 -0.64415219E-003
 -0.10288513E+003 -0.19454211E-002 -0.65957685E-003
 -0.10274761E+003 -0.19534587E-002 -0.67507792E-003
 -0.10261010E+003 -0.19614669E-002 -0.69065518E-003
 -0.10247259E+003 -0.19694455E-002 -0.70630848E-003
