 -0.10687357E+003  0.10815585E-002  0.47955687E-003
 -0.10673668E+003  0.10859571E-002  0.48160080E-003
 -0.10659979E+003  0.10904006E-002  0.48366100E-003
 -0.10646290E+003  0.10948894E-002  0.48573721E-003
 -0.10632601E+003  0.10994234E-002  0.48782940E-003
 -0.10618913E+003  0.11040028E-002  0.48993735E-003
 -0.10605224E+003  0.11086277E-002  0.49206102E-003
 -0.10591535E+003  0.11132982E-002  0.49406944E-003
 -0.10577846E+003  0.11180144E-002  0.49622301E-003
 -0.10564157E+003  0.11227764E-002  0.49839186E-003
 -0.10550468E+003  0.11275842E-002  0.50057570E-003
 -0.10536779E+003  0.11324380E-002  0.50277452E-003
 -0.10523090E+003  0.11373378E-002  0.50498823E-003
 -0.10509401E+003  0.11422836E-002  0.50721652E-003
 -0.10495713E+003  0.11472756E-002  0.50945937E-003
 -0.10482024E+003  0.11523139E-002  0.51171658E-003
 -0.10468335E+003  0.11573984E-002  0.51398795E-003
 -0.10454646E+003  0.11625293E-002  0.51627337E-003
 -0.10440957E+003  0.11677066E-002  0.51857275E-003
 -0.10427268E+003  0.11729303E-002  0.52088575E-003
 -0.10413579E+003  0.11782004E-002  0.52321238E-003
 -0.10399890E+003  0.11835171E-002  0.52555235E-003
 -0.10386201E+003  0.11888804E-002  0.52790562E-003
 -0.10372513E+003  0.11942902E-002  0.53027199E-003
 -0.10358824E+003  0.11997466E-002  0.53265119E-003
 -0.10345135E+003  0.12052497E-002  0.53504320E-003
 -0.10331446E+003  0.12107994E-002  0.53744773E-003
 -0.10317757E+003  0.12163957E-002  0.53986469E-003
 -0.10304068E+003  0.12220389E-002  0.54229380E-003
 -0.10290379E+003  0.12277286E-002  0.54473501E-003
 -0.10276690E+003  0.12334650E-002  0.54718811E-003
 -0.10263001E+003  0.12392481E-002  0.54965286E-003
 -0.10249313E+003  0.12450778E-002  0.55212914E-003
 -0.10235624E+003  0.12509542E-002  0.55461673E-003
 -0.10221935E+003  0.12568774E-002  0.55711540E-003
 -0.10208246E+003  0.12628470E-002  0.55962509E-003
 -0.10194557E+003  0.12688633E-002  0.56214555E-003
 -0.10180868E+003  0.12749262E-002  0.56467647E-003
 -0.10167179E+003  0.12810357E-002  0.56721795E-003
 -0.10153490E+003  0.12871915E-002  0.56976958E-003
 -0.10139801E+003  0.12933939E-002  0.57233116E-003
 -0.10126113E+003  0.12996428E-002  0.57490258E-003
 -0.10112424E+003  0.13059380E-002  0.57748362E-003
 -0.10098735E+003  0.13122796E-002  0.58007409E-003
 -0.10085046E+003  0.13186674E-002  0.58267384E-003
 -0.10071357E+003  0.13251015E-002  0.58528263E-003
 -0.10057668E+003  0.13315816E-002  0.58790018E-003
 -0.10043979E+003  0.13381080E-002  0.59052641E-003
 -0.10030290E+003  0.13446803E-002  0.59316111E-003
 -0.10016601E+003  0.13512985E-002  0.59580397E-003
 -0.10002913E+003  0.13579627E-002  0.59845500E-003
 -0.99892237E+002  0.13646726E-002  0.60111389E-003
 -0.99755348E+002  0.13714282E-002  0.60378038E-003
 -0.99618459E+002  0.13782296E-002  0.60645427E-003
 -0.99481570E+002  0.13850763E-002  0.60913551E-003
 -0.99344681E+002  0.13919685E-002  0.61182378E-003
 -0.99207793E+002  0.13989061E-002  0.61451890E-003
