 -0.10688913E+003 -0.22651674E-003  0.59073949E-003
 -0.10676779E+003 -0.23484966E-003  0.59467400E-003
 -0.10664646E+003 -0.24322417E-003  0.59861695E-003
 -0.10652513E+003 -0.25164021E-003  0.60256816E-003
 -0.10640379E+003 -0.26009778E-003  0.60652748E-003
 -0.10628246E+003 -0.26859684E-003  0.61049496E-003
 -0.10616113E+003 -0.27713735E-003  0.61447034E-003
 -0.10603979E+003 -0.28571923E-003  0.61845358E-003
 -0.10591846E+003 -0.29434251E-003  0.62244484E-003
 -0.10579713E+003 -0.30300709E-003  0.62644366E-003
 -0.10567579E+003 -0.31171295E-003  0.63045019E-003
 -0.10555446E+003 -0.32046006E-003  0.63446422E-003
 -0.10543313E+003 -0.32924831E-003  0.63848587E-003
 -0.10531179E+003 -0.33807776E-003  0.64251472E-003
 -0.10519046E+003 -0.34694824E-003  0.64655093E-003
 -0.10506913E+003 -0.35585980E-003  0.65059453E-003
 -0.10494779E+003 -0.36481238E-003  0.65464511E-003
 -0.10482646E+003 -0.37380584E-003  0.65870269E-003
 -0.10470513E+003 -0.38284021E-003  0.66276736E-003
 -0.10458379E+003 -0.39191537E-003  0.66683884E-003
 -0.10446246E+003 -0.40103132E-003  0.67091718E-003
 -0.10434113E+003 -0.41018798E-003  0.67500222E-003
 -0.10421979E+003 -0.41938530E-003  0.67909388E-003
 -0.10409846E+003 -0.42862322E-003  0.68319206E-003
 -0.10397713E+003 -0.43790161E-003  0.68729668E-003
 -0.10385579E+003 -0.44722051E-003  0.69140782E-003
 -0.10373446E+003 -0.45657975E-003  0.69552504E-003
 -0.10361313E+003 -0.46597935E-003  0.69964866E-003
 -0.10349179E+003 -0.47541923E-003  0.70377824E-003
 -0.10337046E+003 -0.48489918E-003  0.70791397E-003
 -0.10324913E+003 -0.49441936E-003  0.71205552E-003
 -0.10312779E+003 -0.50397951E-003  0.71620307E-003
 -0.10300646E+003 -0.51357971E-003  0.72035637E-003
 -0.10288513E+003 -0.52321978E-003  0.72451535E-003
 -0.10276379E+003 -0.53289967E-003  0.72867987E-003
 -0.10264246E+003 -0.54261927E-003  0.73284990E-003
 -0.10252113E+003 -0.55237853E-003  0.73702552E-003
 -0.10239979E+003 -0.56217735E-003  0.74120630E-003
 -0.10227846E+003 -0.57201569E-003  0.74539239E-003
 -0.10215713E+003 -0.58189336E-003  0.74958353E-003
 -0.10203579E+003 -0.59181041E-003  0.75377986E-003
 -0.10191446E+003 -0.60176672E-003  0.75798109E-003
 -0.10179313E+003 -0.61176211E-003  0.76218727E-003
 -0.10167179E+003 -0.62179660E-003  0.76639817E-003
 -0.10155046E+003 -0.63187000E-003  0.77061375E-003
 -0.10142913E+003 -0.64198230E-003  0.77483407E-003
 -0.10130779E+003 -0.65213338E-003  0.77905880E-003
 -0.10118646E+003 -0.66232314E-003  0.78328785E-003
 -0.10106513E+003 -0.67255146E-003  0.78752130E-003
 -0.10094379E+003 -0.68281823E-003  0.79175896E-003
 -0.10082246E+003 -0.69312349E-003  0.79600076E-003
 -0.10070113E+003 -0.70346686E-003  0.80024649E-003
 -0.10057979E+003 -0.71384853E-003  0.80449613E-003
 -0.10045846E+003 -0.72426817E-003  0.80874962E-003
 -0.10033713E+003 -0.73472582E-003  0.81300680E-003
 -0.10021579E+003 -0.74522134E-003  0.81726760E-003
 -0.10009446E+003 -0.75575456E-003  0.82153185E-003
 -0.99973126E+002 -0.76632545E-003  0.82579948E-003
 -0.99851793E+002 -0.77693379E-003  0.83007043E-003
 -0.99730459E+002 -0.78757956E-003  0.83434455E-003
 -0.99609126E+002 -0.79826271E-003  0.83862169E-003
 -0.99487793E+002 -0.80898288E-003  0.84290175E-003
