 -0.36580192E+003  0.88133485E-002  0.29322944E-002
 -0.36481912E+003  0.88396939E-002  0.29441240E-002
 -0.36383632E+003  0.88663789E-002  0.29559846E-002
 -0.36285352E+003  0.88934041E-002  0.29678757E-002
 -0.36187072E+003  0.89207705E-002  0.29797982E-002
 -0.36088792E+003  0.89484787E-002  0.29917527E-002
 -0.35990512E+003  0.89765294E-002  0.30037388E-002
 -0.35892232E+003  0.90049233E-002  0.30157569E-002
 -0.35793952E+003  0.90336610E-002  0.30278079E-002
 -0.35695672E+003  0.90627432E-002  0.30398921E-002
 -0.35597392E+003  0.90921704E-002  0.30520085E-002
 -0.35499112E+003  0.91219429E-002  0.30641601E-002
 -0.35400832E+003  0.91520610E-002  0.30763453E-002
 -0.35302552E+003  0.91825262E-002  0.30885659E-002
 -0.35204272E+003  0.92133373E-002  0.31008212E-002
 -0.35105992E+003  0.92444957E-002  0.31131124E-002
 -0.35007712E+003  0.92760018E-002  0.31254403E-002
 -0.34909432E+003  0.93078556E-002  0.31378046E-002
 -0.34811152E+003  0.93400564E-002  0.31502065E-002
 -0.34712872E+003  0.93726062E-002  0.31626459E-002
 -0.34614592E+003  0.94055039E-002  0.31751245E-002
 -0.34516312E+003  0.94387501E-002  0.31876426E-002
 -0.34418032E+003  0.94723447E-002  0.32002000E-002
 -0.34319752E+003  0.95062875E-002  0.32127977E-002
 -0.34221472E+003  0.95405795E-002  0.32254370E-002
 -0.34123192E+003  0.95752191E-002  0.32381179E-002
 -0.34024912E+003  0.96102069E-002  0.32508423E-002
 -0.33926632E+003  0.96455440E-002  0.32636096E-002
 -0.33828352E+003  0.96812285E-002  0.32764208E-002
 -0.33730072E+003  0.97172611E-002  0.32892777E-002
 -0.33631792E+003  0.97536415E-002  0.33021799E-002
 -0.33533512E+003  0.97903688E-002  0.33151285E-002
 -0.33435232E+003  0.98274435E-002  0.33281254E-002
 -0.33336952E+003  0.98648657E-002  0.33411698E-002
 -0.33238672E+003  0.99026337E-002  0.33542642E-002
 -0.33140392E+003  0.99407479E-002  0.33674084E-002
 -0.33042112E+003  0.99792080E-002  0.33806030E-002
 -0.32943832E+003  0.10018013E-001  0.33938507E-002
 -0.32845552E+003  0.10057163E-001  0.34071511E-002
 -0.32747272E+003  0.10096656E-001  0.34205051E-002
 -0.32648992E+003  0.10136494E-001  0.34339139E-002
 -0.32550712E+003  0.10176674E-001  0.34473796E-002
 -0.32452432E+003  0.10217197E-001  0.34609015E-002
 -0.32354152E+003  0.10258062E-001  0.34744817E-002
 -0.32255872E+003  0.10299267E-001  0.34881214E-002
 -0.32157592E+003  0.10340813E-001  0.35018208E-002
 -0.32059312E+003  0.10382698E-001  0.35155818E-002
 -0.31961032E+003  0.10424922E-001  0.35294055E-002
 -0.31862752E+003  0.10467483E-001  0.35432929E-002
 -0.31764472E+003  0.10510381E-001  0.35572444E-002
 -0.31666192E+003  0.10553616E-001  0.35712623E-002
 -0.31567912E+003  0.10597186E-001  0.35853470E-002
 -0.31469632E+003  0.10641090E-001  0.35995007E-002
 -0.31371352E+003  0.10685327E-001  0.36137233E-002
 -0.31273072E+003  0.10729897E-001  0.36280166E-002
 -0.31174792E+003  0.10774798E-001  0.36423822E-002
 -0.31076512E+003  0.10820028E-001  0.36568213E-002
 -0.30978232E+003  0.10865588E-001  0.36713345E-002
 -0.30879952E+003  0.10911476E-001  0.36859234E-002
 -0.30781672E+003  0.10957691E-001  0.37005892E-002
 -0.30683392E+003  0.11004231E-001  0.37153337E-002
 -0.30585112E+003  0.11051096E-001  0.37301579E-002
 -0.30486832E+003  0.11098284E-001  0.37450628E-002
 -0.30388552E+003  0.11145795E-001  0.37600497E-002
 -0.30290272E+003  0.11193626E-001  0.37751206E-002
 -0.30191992E+003  0.11241777E-001  0.37902756E-002
 -0.30093712E+003  0.11290246E-001  0.38055173E-002
 -0.29995432E+003  0.11339032E-001  0.38208469E-002
 -0.29897152E+003  0.11388134E-001  0.38362645E-002
 -0.29798872E+003  0.11437549E-001  0.38517731E-002
 -0.29700592E+003  0.11487278E-001  0.38673726E-002
 -0.29602312E+003  0.11537320E-001  0.38830649E-002
 -0.29504032E+003  0.11587670E-001  0.38988513E-002
 -0.29405752E+003  0.11638329E-001  0.39147335E-002
 -0.29307472E+003  0.11689296E-001  0.39307123E-002
 -0.29209192E+003  0.11740569E-001  0.39467893E-002
 -0.29110912E+003  0.11792147E-001  0.39629664E-002
 -0.29012632E+003  0.11844027E-001  0.39792438E-002
 -0.28914352E+003  0.11896208E-001  0.39956230E-002
 -0.28816072E+003  0.11948690E-001  0.40121059E-002
 -0.28717792E+003  0.12001469E-001  0.40286936E-002
 -0.28619512E+003  0.12054547E-001  0.40453875E-002
 -0.28521232E+003  0.12107920E-001  0.40621878E-002
 -0.28422952E+003  0.12161587E-001  0.40790972E-002
 -0.28324672E+003  0.12215547E-001  0.40961166E-002
 -0.28226392E+003  0.12269796E-001  0.41132464E-002
 -0.28128112E+003  0.12324336E-001  0.41304889E-002
 -0.28029832E+003  0.12379163E-001  0.41478444E-002
 -0.27931552E+003  0.12434277E-001  0.41653148E-002
 -0.27833272E+003  0.12489675E-001  0.41829013E-002
 -0.27734992E+003  0.12545356E-001  0.42006044E-002
 -0.27636712E+003  0.12601319E-001  0.42184252E-002
 -0.27538432E+003  0.12657561E-001  0.42363653E-002
 -0.27440152E+003  0.12714083E-001  0.42544261E-002
 -0.27341872E+003  0.12770880E-001  0.42726084E-002
 -0.27243592E+003  0.12827954E-001  0.42909124E-002
 -0.27145312E+003  0.12885301E-001  0.43093401E-002
